SchemeCode,Date,NAV
100033,2012-01-02,124.51000
100033,2012-01-03,127.46000
100033,2012-01-04,127.05000
100033,2012-01-05,127.29000
100033,2012-01-06,126.93000
100033,2012-01-09,126.89000
100033,2012-01-10,129.25000
100033,2012-01-11,130.02000
100033,2012-01-12,129.87000
100033,2012-01-13,130.48000
100033,2012-01-16,130.58000
100033,2012-01-17,132.59000
100033,2012-01-18,131.80000
100033,2012-01-19,133.74000
100033,2012-01-20,134.51000
100033,2012-01-23,134.11000
100033,2012-01-24,136.50000
100033,2012-01-25,137.99000
100033,2012-01-27,139.50000
100033,2012-01-30,136.15000
100033,2012-01-31,139.65000
100033,2012-02-01,141.25000
100033,2012-02-02,142.72000
100033,2012-02-03,143.91000
100033,2012-02-06,145.13000
100033,2012-02-07,143.59000
100033,2012-02-08,144.59000
100033,2012-02-09,146.20000
100033,2012-02-10,145.54000
100033,2012-02-13,145.76000
100033,2012-02-14,147.37000
100033,2012-02-15,151.25000
100033,2012-02-16,151.55000
100033,2012-02-17,152.70000
100033,2012-02-21,153.94000
100033,2012-02-22,147.91000
100033,2012-02-23,146.97000
100033,2012-02-24,145.30000
100033,2012-02-27,140.36000
100033,2012-02-28,144.48000
100033,2012-02-29,144.68000
100033,2012-03-01,143.38000
100033,2012-03-02,143.72000
100033,2012-03-05,141.34000
100033,2012-03-06,139.77000
100033,2012-03-07,139.93000
100033,2012-03-09,143.52000
100033,2012-03-12,144.59000
100033,2012-03-13,146.13000
100033,2012-03-14,146.96000
100033,2012-03-15,144.28000
100033,2012-03-16,142.85000
100033,2012-03-19,140.47000
100033,2012-03-20,141.06000
100033,2012-03-21,144.24000
100033,2012-03-22,140.07000
100033,2012-03-23,140.83000
100033,2012-03-26,138.05000
100033,2012-03-27,138.99000
100033,2012-03-28,137.34000
100033,2012-03-29,137.36000
100033,2012-03-30,141.39000
100033,2012-04-02,142.60000
100033,2012-04-03,144.29000
100033,2012-04-04,143.78000
100033,2012-04-09,140.94000
100033,2012-04-10,140.97000
100033,2012-04-11,140.48000
100033,2012-04-12,141.76000
100033,2012-04-13,140.52000
100033,2012-04-16,141.81000
100033,2012-04-17,143.62000
100033,2012-04-18,144.01000
