SchemeCode,Date,NAV
100033,2007-01-02,125.56000
100033,2007-01-03,125.98000
100033,2007-01-04,125.48000
100033,2007-01-05,125.38000
100033,2007-01-08,123.64000
100033,2007-01-09,122.93000
100033,2007-01-10,121.27000
100033,2007-01-11,123.30000
100033,2007-01-12,126.58000
100033,2007-01-15,127.24000
100033,2007-01-16,127.58000
100033,2007-01-17,128.43000
100033,2007-01-18,129.01000
100033,2007-01-19,128.68000
100033,2007-01-22,129.11000
100033,2007-01-23,127.21000
100033,2007-01-24,127.44000
100033,2007-01-25,129.14000
100033,2007-01-29,128.38000
100033,2007-01-31,127.96000
100033,2007-02-01,129.21000
100033,2007-02-02,130.66000
100033,2007-02-05,131.14000
100033,2007-02-06,130.72000
100033,2007-02-07,131.80000
100033,2007-02-08,131.78000
100033,2007-02-09,130.44000
100033,2007-02-12,126.72000
100033,2007-02-13,125.64000
100033,2007-02-14,125.38000
100033,2007-02-15,128.41000
100033,2007-02-19,128.71000
100033,2007-02-20,127.47000
100033,2007-02-21,127.27000
100033,2007-02-22,125.60000
100033,2007-02-23,122.18000
100033,2007-02-26,122.91000
100033,2007-02-27,122.42000
100033,2007-02-28,118.39000
100033,2007-03-01,119.45000
100033,2007-03-02,116.85000
100033,2007-03-05,112.41000
100033,2007-03-06,114.35000
100033,2007-03-07,113.16000
100033,2007-03-08,116.78000
100033,2007-03-09,116.05000
100033,2007-03-12,116.79000
100033,2007-03-13,117.67000
100033,2007-03-14,114.41000
100033,2007-03-15,114.50000
100033,2007-03-16,113.73000
100033,2007-03-19,115.39000
100033,2007-03-20,116.14000
100033,2007-03-21,117.74000
100033,2007-03-22,120.85000
100033,2007-03-23,120.87000
100033,2007-03-26,119.87000
100033,2007-03-28,117.63000
100033,2007-03-29,118.16000
100033,2007-03-30,118.95000
100033,2007-04-02,114.04000
100033,2007-04-03,115.33000
100033,2007-04-04,116.73000
100033,2007-04-05,117.58000
100033,2007-04-09,120.27000
100033,2007-04-10,120.55000
100033,2007-04-11,120.85000
100033,2007-04-12,120.13000
100033,2007-04-13,122.00000
100033,2007-04-16,124.56000
100033,2007-04-17,123.51000
100033,2007-04-18,123.77000
100033,2007-04-19,123.59000
100033,2007-04-20,125.35000
100033,2007-04-23,125.16000
100033,2007-04-24,126.41000
100033,2007-04-25,126.92000
100033,2007-04-26,127.23000
100033,2007-04-27,125.28000
100033,2007-04-30,125.17000
100033,2007-05-03,126.58000
100033,2007-05-04,125.32000
100033,2007-05-07,125.06000
100033,2007-05-08,123.90000
100033,2007-05-09,123.58000
100033,2007-05-10,123.63000
100033,2007-05-11,123.78000
100033,2007-05-14,125.06000
100033,2007-05-15,125.24000
100033,2007-05-16,126.79000
100033,2007-05-17,128.00000
100033,2007-05-18,128.30000
100033,2007-05-21,129.55000
100033,2007-05-22,130.44000
100033,2007-05-23,129.90000
100033,2007-05-24,128.68000
100033,2007-05-25,129.42000
100033,2007-05-28,130.43000
100033,2007-05-29,131.01000
100033,2007-05-30,130.24000
100033,2007-05-31,131.74000
100033,2007-06-01,132.97000
100033,2007-06-04,131.45000
100033,2007-06-05,131.81000
100033,2007-06-06,130.17000
100033,2007-06-07,129.73000
100033,2007-06-08,128.83000
100033,2007-06-11,129.09000
100033,2007-06-12,129.37000
100033,2007-06-13,128.22000
100033,2007-06-14,130.15000
100033,2007-06-15,130.89000
100033,2007-06-18,130.04000
100033,2007-06-19,131.23000
100033,2007-06-20,132.79000
100033,2007-06-21,134.11000
100033,2007-06-22,133.23000
100033,2007-06-25,132.99000
100033,2007-06-26,133.31000
100033,2007-06-27,133.11000
100033,2007-06-28,133.41000
100033,2007-06-29,135.01000
100033,2007-07-02,135.60000
100033,2007-07-03,136.52000
100033,2007-07-04,136.26000
100033,2007-07-05,136.05000
100033,2007-07-06,136.64000
100033,2007-07-09,137.91000
100033,2007-07-10,137.25000
100033,2007-07-11,136.93000
100033,2007-07-12,138.22000
100033,2007-07-13,139.18000
100033,2007-07-16,139.13000
100033,2007-07-17,138.60000
100033,2007-07-18,138.51000
100033,2007-07-19,140.18000
100033,2007-07-20,140.65000
100033,2007-07-23,142.38000
100033,2007-07-24,142.31000
100033,2007-07-25,141.35000
100033,2007-07-26,141.31000
100033,2007-07-27,137.12000
100033,2007-07-30,137.21000
100033,2007-07-31,139.58000
100033,2007-08-01,135.23000
100033,2007-08-02,136.13000
100033,2007-08-03,137.50000
100033,2007-08-06,135.96000
100033,2007-08-07,136.34000
100033,2007-08-08,138.77000
100033,2007-08-09,136.80000
100033,2007-08-10,135.26000
100033,2007-08-13,136.39000
100033,2007-08-14,135.80000
100033,2007-08-16,130.53000
100033,2007-08-17,129.21000
100033,2007-08-20,131.23000
100033,2007-08-21,127.31000
100033,2007-08-22,129.28000
100033,2007-08-23,128.94000
100033,2007-08-24,130.84000
100033,2007-08-27,134.36000
100033,2007-08-28,135.15000
100033,2007-08-29,135.78000
100033,2007-08-30,136.59000
100033,2007-08-31,138.54000
100033,2007-09-03,140.47000
100033,2007-09-04,141.18000
100033,2007-09-05,141.44000
100033,2007-09-06,142.09000
100033,2007-09-07,141.74000
100033,2007-09-10,142.01000
100033,2007-09-11,142.12000
100033,2007-09-12,142.54000
100033,2007-09-13,143.36000
100033,2007-09-14,142.48000
100033,2007-09-17,142.06000
100033,2007-09-18,143.75000
100033,2007-09-19,147.72000
100033,2007-09-20,148.13000
100033,2007-09-21,149.46000
100033,2007-09-24,151.66000
100033,2007-09-25,150.89000
100033,2007-09-26,151.25000
100033,2007-09-27,151.58000
100033,2007-09-28,152.77000
100033,2007-10-01,153.95000
100033,2007-10-03,156.09000
100033,2007-10-04,156.33000
100033,2007-10-05,155.75000
100033,2007-10-08,151.19000
100033,2007-10-09,157.18000
100033,2007-10-10,160.69000
100033,2007-10-11,163.14000
100033,2007-10-12,160.19000
100033,2007-10-15,165.37000
100033,2007-10-16,165.61000
100033,2007-10-17,161.68000
100033,2007-10-18,156.33000
100033,2007-10-19,150.99000
100033,2007-10-22,151.46000
100033,2007-10-23,160.04000
100033,2007-10-24,160.48000
100033,2007-10-25,162.37000
100033,2007-10-26,166.47000
100033,2007-10-29,171.59000
100033,2007-10-30,171.41000
100033,2007-10-31,172.44000
100033,2007-11-01,169.98000
100033,2007-11-02,171.98000
100033,2007-11-05,171.06000
100033,2007-11-06,168.77000
100033,2007-11-07,169.48000
100033,2007-11-08,167.60000
100033,2007-11-12,165.92000
100033,2007-11-13,169.38000
100033,2007-11-14,175.20000
100033,2007-11-15,176.27000
100033,2007-11-16,175.38000
100033,2007-11-19,177.28000
100033,2007-11-20,173.95000
100033,2007-11-21,165.95000
100033,2007-11-22,164.78000
100033,2007-11-23,168.28000
100033,2007-11-26,171.84000
100033,2007-11-27,171.29000
100033,2007-11-28,169.90000
100033,2007-11-29,170.08000
100033,2007-11-30,175.58000
100033,2007-12-03,179.72000
100033,2007-12-04,181.48000
100033,2007-12-05,183.42000
100033,2007-12-06,183.23000
100033,2007-12-07,183.37000
100033,2007-12-10,183.38000
100033,2007-12-11,186.19000
100033,2007-12-12,190.15000
100033,2007-12-13,189.19000
100033,2007-12-14,189.25000
100033,2007-12-17,179.94000
100033,2007-12-18,179.05000
100033,2007-12-19,179.46000
100033,2007-12-20,179.68000
100033,2007-12-24,185.23000
100033,2007-12-26,189.18000
100033,2007-12-27,189.19000
100033,2007-12-28,192.56000
100033,2007-12-31,194.55000
100034,2007-01-02,90.07000
100034,2007-01-03,90.38000
100034,2007-01-04,90.02000
100034,2007-01-05,89.94000
100034,2007-01-08,88.70000
100034,2007-01-09,88.19000
100034,2007-01-10,87.00000
100034,2007-01-11,88.46000
100034,2007-01-12,90.81000
100034,2007-01-15,91.28000
100034,2007-01-16,91.52000
100034,2007-01-17,92.13000
100034,2007-01-18,92.55000
100034,2007-01-19,92.31000
100034,2007-01-22,92.62000
100034,2007-01-23,91.26000
100034,2007-01-24,91.43000
100034,2007-01-25,92.64000
100034,2007-01-29,92.10000
100034,2007-01-31,91.80000
100034,2007-02-01,92.69000
100034,2007-02-02,93.73000
100034,2007-02-05,94.07000
100034,2007-02-06,93.78000
100034,2007-02-07,94.55000
100034,2007-02-08,94.53000
100034,2007-02-09,93.58000
100034,2007-02-12,90.91000
100034,2007-02-13,90.13000
100034,2007-02-14,89.95000
100034,2007-02-15,92.12000
100034,2007-02-19,92.34000
100034,2007-02-20,91.44000
100034,2007-02-21,91.30000
100034,2007-02-22,90.11000
100034,2007-02-23,87.65000
100034,2007-02-26,88.17000
100034,2007-02-27,87.82000
100034,2007-02-28,84.93000
100034,2007-03-01,85.69000
100034,2007-03-02,83.83000
100034,2007-03-05,80.64000
100034,2007-03-06,82.03000
100034,2007-03-07,81.18000
100034,2007-03-08,83.77000
100034,2007-03-09,83.25000
100034,2007-03-12,83.78000
100034,2007-03-13,84.41000
100034,2007-03-14,82.07000
100034,2007-03-15,82.14000
100034,2007-03-16,81.59000
100034,2007-03-19,82.78000
100034,2007-03-20,83.31000
100034,2007-03-21,84.47000
100034,2007-03-22,86.69000
100034,2007-03-23,86.71000
100034,2007-03-26,85.99000
100034,2007-03-28,84.39000
100034,2007-03-29,84.77000
100034,2007-03-30,85.33000
100034,2007-04-02,81.81000
100034,2007-04-03,82.74000
100034,2007-04-04,83.74000
100034,2007-04-05,84.35000
100034,2007-04-09,86.28000
100034,2007-04-10,86.48000
100034,2007-04-11,86.70000
100034,2007-04-12,86.18000
100034,2007-04-13,87.53000
100034,2007-04-16,89.36000
100034,2007-04-17,88.61000
100034,2007-04-18,88.79000
100034,2007-04-19,88.66000
100034,2007-04-20,89.93000
100034,2007-04-23,89.79000
100034,2007-04-24,90.69000
100034,2007-04-25,91.05000
100034,2007-04-26,91.28000
100034,2007-04-27,89.88000
100034,2007-04-30,89.80000
100034,2007-05-03,90.81000
100034,2007-05-04,89.91000
100034,2007-05-07,89.72000
100034,2007-05-08,88.88000
100034,2007-05-09,88.66000
100034,2007-05-10,88.70000
100034,2007-05-11,88.80000
100034,2007-05-14,89.72000
100034,2007-05-15,89.85000
100034,2007-05-16,90.96000
100034,2007-05-17,91.83000
100034,2007-05-18,92.05000
100034,2007-05-21,92.94000
100034,2007-05-22,93.58000
100034,2007-05-23,93.19000
100034,2007-05-24,92.32000
100034,2007-05-25,92.85000
100034,2007-05-28,93.57000
100034,2007-05-29,93.99000
100034,2007-05-30,93.44000
100034,2007-05-31,94.51000
100034,2007-06-01,95.40000
100034,2007-06-04,94.30000
100034,2007-06-05,94.57000
100034,2007-06-06,93.38000
100034,2007-06-07,93.07000
100034,2007-06-08,92.43000
100034,2007-06-11,92.61000
100034,2007-06-12,92.81000
100034,2007-06-13,91.99000
100034,2007-06-14,93.37000
100034,2007-06-15,93.91000
100034,2007-06-18,93.29000
100034,2007-06-19,94.15000
100034,2007-06-20,95.27000
100034,2007-06-21,96.22000
100034,2007-06-22,95.58000
100034,2007-06-25,95.41000
100034,2007-06-26,95.64000
100034,2007-06-27,95.50000
100034,2007-06-28,95.71000
100034,2007-06-29,96.86000
100034,2007-07-02,97.28000
100034,2007-07-03,97.94000
100034,2007-07-04,97.75000
100034,2007-07-05,97.60000
100034,2007-07-06,98.03000
100034,2007-07-09,98.94000
100034,2007-07-10,98.47000
100034,2007-07-11,98.23000
100034,2007-07-12,99.17000
100034,2007-07-13,99.85000
100034,2007-07-16,99.81000
100034,2007-07-17,99.44000
100034,2007-07-18,99.37000
100034,2007-07-19,100.57000
100034,2007-07-20,100.90000
100034,2007-07-23,102.15000
100034,2007-07-24,102.10000
100034,2007-07-25,101.41000
100034,2007-07-26,101.38000
100034,2007-07-27,98.37000
100034,2007-07-30,98.44000
100034,2007-07-31,100.14000
100034,2007-08-01,97.01000
100034,2007-08-02,97.66000
100034,2007-08-03,98.65000
100034,2007-08-06,97.54000
100034,2007-08-07,97.82000
100034,2007-08-08,99.56000
100034,2007-08-09,98.14000
100034,2007-08-10,97.04000
100034,2007-08-13,97.85000
100034,2007-08-14,97.43000
100034,2007-08-16,93.65000
100034,2007-08-17,92.70000
100034,2007-08-20,94.17000
100034,2007-08-21,91.36000
100034,2007-08-22,92.78000
100034,2007-08-23,92.53000
100034,2007-08-24,93.89000
100034,2007-08-27,96.42000
100034,2007-08-28,96.99000
100034,2007-08-29,97.44000
100034,2007-08-30,98.02000
100034,2007-08-31,99.42000
100034,2007-09-03,100.81000
100034,2007-09-04,101.32000
100034,2007-09-05,101.50000
100034,2007-09-06,101.97000
100034,2007-09-07,101.72000
100034,2007-09-10,101.91000
100034,2007-09-11,101.99000
100034,2007-09-12,102.29000
100034,2007-09-13,102.88000
100034,2007-09-14,102.25000
100034,2007-09-17,101.95000
100034,2007-09-18,103.16000
100034,2007-09-19,106.01000
100034,2007-09-20,106.31000
100034,2007-09-21,107.25000
100034,2007-09-24,108.84000
100034,2007-09-25,108.29000
100034,2007-09-26,108.54000
100034,2007-09-27,108.78000
100034,2007-09-28,109.63000
100034,2007-10-01,110.48000
100034,2007-10-03,112.02000
100034,2007-10-04,112.19000
100034,2007-10-05,111.77000
100034,2007-10-08,108.50000
100034,2007-10-09,112.80000
100034,2007-10-10,115.32000
100034,2007-10-11,117.07000
100034,2007-10-12,114.96000
100034,2007-10-15,118.67000
100034,2007-10-16,118.85000
100034,2007-10-17,116.02000
100034,2007-10-18,112.19000
100034,2007-10-19,108.36000
100034,2007-10-22,108.70000
100034,2007-10-23,114.85000
100034,2007-10-24,115.16000
100034,2007-10-25,116.53000
100034,2007-10-26,119.46000
100034,2007-10-29,123.14000
100034,2007-10-30,123.01000
100034,2007-10-31,123.75000
100034,2007-11-01,121.99000
100034,2007-11-02,123.42000
100034,2007-11-05,122.76000
100034,2007-11-06,121.12000
100034,2007-11-07,121.62000
100034,2007-11-08,120.27000
100034,2007-11-12,119.07000
100034,2007-11-13,121.55000
100034,2007-11-14,125.73000
100034,2007-11-15,126.50000
100034,2007-11-16,125.86000
100034,2007-11-19,127.22000
100034,2007-11-20,124.84000
100034,2007-11-21,119.10000
100034,2007-11-22,118.26000
100034,2007-11-23,120.76000
100034,2007-11-26,123.32000
100034,2007-11-27,122.92000
100034,2007-11-28,121.92000
100034,2007-11-29,122.06000
100034,2007-11-30,126.00000
100034,2007-12-03,128.97000
100034,2007-12-04,130.23000
100034,2007-12-05,131.63000
100034,2007-12-06,131.49000
100034,2007-12-07,131.60000
100034,2007-12-10,131.60000
100034,2007-12-11,133.62000
100034,2007-12-12,136.46000
100034,2007-12-13,135.77000
100034,2007-12-14,135.81000
100034,2007-12-17,129.13000
100034,2007-12-18,128.49000
100034,2007-12-19,128.79000
100034,2007-12-20,128.95000
100034,2007-12-24,132.93000
100034,2007-12-26,135.76000
100034,2007-12-27,135.77000
100034,2007-12-28,138.19000
100034,2007-12-31,139.62000
100037,2007-01-02,10.19400
100037,2007-01-03,10.19080
100037,2007-01-04,10.17970
100037,2007-01-05,10.18600
100037,2007-01-08,10.19930
100037,2007-01-09,10.20130
100037,2007-01-10,10.20210
100037,2007-01-11,10.20210
100037,2007-01-12,10.12590
100037,2007-01-15,10.13370
100037,2007-01-16,10.14300
100037,2007-01-17,10.14320
100037,2007-01-18,10.14610
100037,2007-01-19,10.14830
100037,2007-01-22,10.13790
100037,2007-01-23,10.14180
100037,2007-01-24,10.14710
100037,2007-01-25,10.15300
100037,2007-01-29,10.15570
100037,2007-01-31,10.19170
100037,2007-02-01,10.19350
100037,2007-02-02,10.21450
100037,2007-02-05,10.20690
100037,2007-02-06,10.19630
100037,2007-02-07,10.19400
100037,2007-02-08,10.17860
100037,2007-02-09,10.17790
100037,2007-02-12,10.17010
100037,2007-02-13,10.16240
100037,2007-02-14,10.12910
100037,2007-02-15,10.14020
100037,2007-02-19,10.13400
100037,2007-02-20,10.13650
