SchemeCode,Date,NAV
100033,2010-01-04,153.02000
100033,2010-01-05,153.98000
100033,2010-01-06,154.26000
100033,2010-01-07,153.66000
100033,2010-01-08,152.94000
100033,2010-01-11,153.61000
100033,2010-01-12,152.90000
100033,2010-01-13,153.83000
100033,2010-01-14,155.01000
100033,2010-01-15,154.73000
100033,2010-01-18,155.62000
100033,2010-01-19,154.27000
100033,2010-01-20,153.25000
100033,2010-01-21,149.69000
100033,2010-01-22,148.35000
100033,2010-01-25,146.57000
100033,2010-01-27,141.43000
100033,2010-01-28,141.79000
100033,2010-01-29,142.09000
100033,2010-02-01,143.34000
100033,2010-02-02,141.64000
100033,2010-02-03,144.49000
100033,2010-02-04,141.94000
100033,2010-02-05,138.63000
100033,2010-02-08,139.85000
100033,2010-02-09,140.27000
100033,2010-02-10,139.78000
100033,2010-02-11,141.14000
100033,2010-02-15,140.45000
100033,2010-02-16,141.57000
100033,2010-02-17,142.73000
100033,2010-02-18,141.89000
100033,2010-02-19,140.55000
100033,2010-02-22,140.21000
100033,2010-02-23,140.09000
100033,2010-02-24,139.73000
100033,2010-02-25,139.47000
100033,2010-02-26,140.99000
100033,2010-03-02,144.19000
100033,2010-03-03,146.23000
100033,2010-03-04,146.67000
100033,2010-03-05,147.20000
100033,2010-03-08,147.80000
100033,2010-03-09,147.06000
100033,2010-03-10,146.93000
100033,2010-03-11,147.57000
100033,2010-03-12,147.32000
100033,2010-03-15,147.26000
100033,2010-03-16,148.83000
100033,2010-03-17,149.64000
100033,2010-03-18,150.03000
100033,2010-03-19,150.54000
100033,2010-03-22,149.30000
100033,2010-03-23,149.55000
100033,2010-03-25,150.33000
100033,2010-03-26,151.34000
100033,2010-03-29,151.54000
100033,2010-03-30,151.15000
100033,2010-03-31,150.86000
100033,2010-04-01,152.21000
100033,2010-04-05,153.86000
100033,2010-04-06,153.71000
100033,2010-04-07,154.52000
100033,2010-04-08,153.13000
100033,2010-04-09,154.75000
100033,2010-04-12,154.01000
100033,2010-04-13,153.84000
100033,2010-04-15,152.73000
100033,2010-04-16,152.48000
100033,2010-04-19,150.77000
100033,2010-04-20,152.47000
100033,2010-04-21,153.56000
100033,2010-04-22,153.84000
100033,2010-04-23,154.57000
100033,2010-04-26,154.93000
100033,2010-04-27,154.91000
100033,2010-04-28,152.68000
100033,2010-04-29,153.98000
100033,2010-04-30,155.15000
100033,2010-05-03,153.44000
100033,2010-05-04,151.46000
100033,2010-05-05,150.46000
100033,2010-05-06,149.42000
100033,2010-05-07,146.75000
100033,2010-05-10,151.01000
100033,2010-05-11,149.60000
100033,2010-05-12,149.57000
100033,2010-05-13,150.49000
100033,2010-05-14,149.02000
100033,2010-05-17,147.85000
100033,2010-05-18,148.13000
100033,2010-05-19,144.25000
100033,2010-05-20,145.22000
100033,2010-05-21,144.61000
100033,2010-05-24,144.42000
100033,2010-05-25,140.78000
100033,2010-05-26,143.69000
100033,2010-05-27,145.57000
100033,2010-05-28,147.50000
100033,2010-05-31,148.43000
100033,2010-06-01,145.96000
100033,2010-06-02,147.43000
100033,2010-06-03,149.64000
100033,2010-06-04,149.92000
100033,2010-06-07,147.14000
100033,2010-06-08,146.39000
100033,2010-06-09,147.13000
100033,2010-06-10,149.10000
100033,2010-06-11,149.95000
100033,2010-06-14,151.40000
100033,2010-06-15,151.75000
100033,2010-06-16,152.33000
100033,2010-06-17,153.57000
100033,2010-06-18,153.26000
100033,2010-06-21,154.92000
100033,2010-06-22,154.31000
100033,2010-06-23,154.76000
100033,2010-06-24,154.77000
100033,2010-06-25,153.71000
100033,2010-06-28,155.23000
100033,2010-06-29,154.03000
100033,2010-06-30,155.35000
100033,2010-07-01,153.81000
100033,2010-07-02,153.50000
100033,2010-07-05,153.30000
100033,2010-07-06,155.02000
100033,2010-07-07,154.41000
100033,2010-07-08,156.25000
100033,2010-07-09,157.84000
100033,2010-07-12,158.79000
100033,2010-07-13,159.39000
100033,2010-07-14,159.06000
100033,2010-07-15,158.30000
100033,2010-07-16,159.06000
100033,2010-07-19,159.06000
100033,2010-07-20,158.52000
100033,2010-07-21,159.54000
100033,2010-07-22,161.08000
100033,2010-07-23,160.45000
100033,2010-07-26,159.48000
100033,2010-07-27,159.62000
100033,2010-07-28,159.39000
100033,2010-07-29,159.15000
100033,2010-07-30,158.74000
100033,2010-08-02,159.90000
100033,2010-08-03,160.12000
100033,2010-08-04,160.38000
100033,2010-08-05,159.79000
100033,2010-08-06,159.58000
100033,2010-08-09,161.10000
100033,2010-08-10,160.66000
100033,2010-08-11,159.86000
100033,2010-08-12,160.19000
100033,2010-08-13,161.50000
100033,2010-08-16,160.46000
100033,2010-08-17,160.68000
100033,2010-08-18,162.43000
100033,2010-08-19,163.93000
100033,2010-08-20,164.14000
100033,2010-08-23,164.86000
100033,2010-08-24,163.53000
100033,2010-08-25,161.68000
100033,2010-08-26,161.87000
100033,2010-08-27,160.50000
100033,2010-08-30,160.71000
100033,2010-08-31,160.05000
100033,2010-09-01,162.26000
100033,2010-09-02,162.63000
100033,2010-09-03,163.77000
100033,2010-09-06,166.36000
100033,2010-09-07,166.59000
100033,2010-09-08,166.91000
100033,2010-09-09,167.55000
100033,2010-09-13,170.35000
100033,2010-09-14,170.83000
100033,2010-09-15,171.33000
100033,2010-09-16,169.24000
100033,2010-09-17,171.03000
100033,2010-09-20,173.21000
100033,2010-09-21,173.05000
100033,2010-09-22,172.45000
100033,2010-09-23,172.11000
100033,2010-09-24,173.92000
100033,2010-09-27,174.64000
100033,2010-09-28,174.83000
100033,2010-09-29,173.68000
100033,2010-09-30,174.26000
100033,2010-10-01,177.10000
100033,2010-10-04,177.29000
100033,2010-10-05,177.06000
100033,2010-10-06,178.24000
100033,2010-10-07,177.34000
100033,2010-10-08,176.10000
100033,2010-10-11,177.15000
100033,2010-10-12,175.45000
100033,2010-10-13,178.37000
100033,2010-10-14,177.09000
100033,2010-10-15,173.94000
100033,2010-10-18,174.11000
100033,2010-10-19,174.08000
100033,2010-10-20,172.70000
100033,2010-10-21,175.42000
100033,2010-10-22,175.33000
100033,2010-10-25,176.69000
100033,2010-10-26,176.18000
100033,2010-10-27,175.17000
100033,2010-10-28,174.28000
100033,2010-10-29,174.80000
100033,2010-11-01,177.54000
100033,2010-11-02,177.37000
100033,2010-11-03,178.66000
100033,2010-11-04,181.51000
100033,2010-11-08,182.15000
100033,2010-11-09,182.65000
100033,2010-11-10,182.03000
100033,2010-11-11,179.55000
100033,2010-11-12,175.94000
100033,2010-11-15,177.17000
100033,2010-11-16,174.00000
100033,2010-11-18,173.86000
100033,2010-11-19,170.81000
100033,2010-11-22,173.60000
100033,2010-11-23,171.23000
100033,2010-11-24,170.11000
100033,2010-11-25,168.11000
100033,2010-11-26,166.54000
100033,2010-11-29,167.35000
100033,2010-11-30,168.87000
100033,2010-12-01,172.59000
100033,2010-12-02,173.76000
100033,2010-12-03,172.49000
100033,2010-12-06,172.68000
100033,2010-12-07,171.50000
100033,2010-12-08,169.15000
100033,2010-12-09,163.91000
100033,2010-12-10,165.86000
100033,2010-12-13,168.06000
100033,2010-12-14,169.36000
100033,2010-12-15,167.43000
100033,2010-12-16,168.19000
100033,2010-12-20,167.96000
100033,2010-12-21,169.66000
100033,2010-12-22,169.50000
100033,2010-12-23,169.19000
100033,2010-12-24,169.49000
100033,2010-12-27,168.88000
100033,2010-12-28,169.18000
100033,2010-12-29,170.84000
100033,2010-12-30,171.98000
100033,2010-12-31,173.49000
100034,2010-01-04,96.35000
100034,2010-01-05,96.95000
100034,2010-01-06,97.12000
100034,2010-01-07,96.75000
100034,2010-01-08,96.29000
100034,2010-01-11,96.72000
100034,2010-01-12,96.27000
100034,2010-01-13,96.86000
100034,2010-01-14,97.60000
100034,2010-01-15,97.42000
100034,2010-01-18,97.98000
100034,2010-01-19,97.13000
100034,2010-01-20,96.49000
100034,2010-01-21,94.25000
100034,2010-01-22,93.41000
100034,2010-01-25,92.28000
100034,2010-01-27,89.05000
100034,2010-01-28,89.28000
100034,2010-01-29,89.46000
100034,2010-02-01,90.25000
100034,2010-02-02,89.18000
100034,2010-02-03,90.97000
100034,2010-02-04,89.37000
100034,2010-02-05,87.29000
100034,2010-02-08,88.05000
100034,2010-02-09,88.32000
100034,2010-02-10,88.01000
100034,2010-02-11,88.87000
100034,2010-02-15,88.43000
100034,2010-02-16,89.14000
100034,2010-02-17,89.86000
100034,2010-02-18,89.33000
100034,2010-02-19,88.49000
100034,2010-02-22,88.28000
100034,2010-02-23,88.20000
100034,2010-02-24,87.98000
100034,2010-02-25,87.81000
100034,2010-02-26,88.77000
100034,2010-03-02,84.39000
100034,2010-03-03,85.59000
100034,2010-03-04,85.84000
100034,2010-03-05,86.15000
100034,2010-03-08,86.51000
100034,2010-03-09,86.07000
100034,2010-03-10,86.00000
100034,2010-03-11,86.37000
100034,2010-03-12,86.23000
100034,2010-03-15,86.19000
100034,2010-03-16,87.11000
100034,2010-03-17,87.58000
100034,2010-03-18,87.81000
100034,2010-03-19,88.11000
100034,2010-03-22,87.38000
100034,2010-03-23,87.53000
100034,2010-03-25,87.98000
100034,2010-03-26,88.57000
100034,2010-03-29,88.69000
100034,2010-03-30,88.46000
100034,2010-03-31,88.29000
100034,2010-04-01,89.08000
100034,2010-04-05,90.04000
100034,2010-04-06,89.96000
100034,2010-04-07,90.43000
100034,2010-04-08,89.62000
100034,2010-04-09,90.57000
100034,2010-04-12,90.13000
100034,2010-04-13,90.03000
100034,2010-04-15,89.38000
100034,2010-04-16,89.24000
100034,2010-04-19,88.24000
100034,2010-04-20,89.23000
100034,2010-04-21,89.87000
100034,2010-04-22,90.03000
100034,2010-04-23,90.46000
100034,2010-04-26,90.67000
100034,2010-04-27,90.66000
100034,2010-04-28,89.35000
100034,2010-04-29,90.12000
100034,2010-04-30,90.80000
100034,2010-05-03,89.80000
100034,2010-05-04,88.64000
100034,2010-05-05,88.06000
100034,2010-05-06,87.45000
100034,2010-05-07,85.88000
100034,2010-05-10,88.38000
100034,2010-05-11,87.55000
100034,2010-05-12,87.53000
100034,2010-05-13,88.07000
100034,2010-05-14,87.21000
100034,2010-05-17,86.53000
100034,2010-05-18,86.69000
100034,2010-05-19,84.42000
100034,2010-05-20,84.99000
100034,2010-05-21,84.63000
100034,2010-05-24,84.52000
100034,2010-05-25,82.39000
100034,2010-05-26,84.10000
100034,2010-05-27,85.20000
100034,2010-05-28,86.32000
100034,2010-05-31,86.87000
100034,2010-06-01,85.42000
100034,2010-06-02,86.28000
100034,2010-06-03,87.57000
100034,2010-06-04,87.74000
100034,2010-06-07,86.11000
100034,2010-06-08,85.67000
100034,2010-06-09,86.11000
100034,2010-06-10,87.26000
100034,2010-06-11,87.76000
100034,2010-06-14,88.61000
100034,2010-06-15,88.81000
100034,2010-06-16,89.15000
100034,2010-06-17,89.87000
100034,2010-06-18,89.70000
100034,2010-06-21,90.66000
100034,2010-06-22,90.31000
100034,2010-06-23,90.57000
100034,2010-06-24,90.58000
100034,2010-06-25,89.96000
100034,2010-06-28,90.85000
100034,2010-06-29,90.14000
100034,2010-06-30,90.92000
100034,2010-07-01,90.01000
100034,2010-07-02,89.83000
100034,2010-07-05,89.72000
100034,2010-07-06,90.72000
100034,2010-07-07,90.37000
100034,2010-07-08,91.44000
100034,2010-07-09,92.37000
100034,2010-07-12,92.93000
100034,2010-07-13,93.28000
100034,2010-07-14,93.09000
100034,2010-07-15,92.64000
100034,2010-07-16,93.09000
100034,2010-07-19,93.09000
100034,2010-07-20,92.77000
100034,2010-07-21,93.37000
100034,2010-07-22,94.27000
100034,2010-07-23,93.90000
100034,2010-07-26,93.33000
100034,2010-07-27,93.41000
100034,2010-07-28,93.28000
100034,2010-07-29,93.14000
100034,2010-07-30,92.90000
100034,2010-08-02,93.58000
100034,2010-08-03,93.71000
100034,2010-08-04,93.86000
100034,2010-08-05,93.52000
100034,2010-08-06,93.39000
100034,2010-08-09,87.28000
100034,2010-08-10,87.05000
100034,2010-08-11,86.61000
100034,2010-08-12,86.79000
100034,2010-08-13,87.50000
100034,2010-08-16,86.94000
100034,2010-08-17,87.06000
100034,2010-08-18,88.00000
100034,2010-08-19,88.81000
100034,2010-08-20,88.93000
100034,2010-08-23,89.32000
100034,2010-08-24,88.60000
100034,2010-08-25,87.60000
100034,2010-08-26,87.70000
100034,2010-08-27,86.96000
100034,2010-08-30,87.07000
100034,2010-08-31,86.72000
100034,2010-09-01,87.91000
100034,2010-09-02,88.11000
100034,2010-09-03,88.73000
100034,2010-09-06,90.13000
100034,2010-09-07,90.26000
100034,2010-09-08,90.43000
100034,2010-09-09,90.78000
100034,2010-09-13,92.29000
100034,2010-09-14,92.55000
100034,2010-09-15,92.82000
100034,2010-09-16,91.69000
100034,2010-09-17,92.66000
100034,2010-09-20,93.84000
100034,2010-09-21,93.76000
100034,2010-09-22,93.43000
100034,2010-09-23,93.25000
100034,2010-09-24,94.23000
100034,2010-09-27,94.62000
100034,2010-09-28,94.72000
100034,2010-09-29,94.10000
100034,2010-09-30,94.41000
100034,2010-10-01,95.95000
100034,2010-10-04,96.06000
100034,2010-10-05,95.93000
100034,2010-10-06,96.57000
100034,2010-10-07,96.08000
100034,2010-10-08,95.41000
100034,2010-10-11,95.98000
100034,2010-10-12,95.06000
100034,2010-10-13,96.64000
100034,2010-10-14,95.95000
100034,2010-10-15,94.24000
100034,2010-10-18,94.33000
100034,2010-10-19,94.32000
100034,2010-10-20,93.57000
100034,2010-10-21,95.04000
100034,2010-10-22,94.99000
100034,2010-10-25,95.73000
100034,2010-10-26,95.46000
100034,2010-10-27,94.91000
100034,2010-10-28,94.42000
100034,2010-10-29,94.70000
100034,2010-11-01,96.19000
100034,2010-11-02,96.10000
100034,2010-11-03,96.79000
100034,2010-11-04,98.34000
100034,2010-11-08,98.69000
100034,2010-11-09,98.96000
100034,2010-11-10,98.62000
100034,2010-11-11,97.28000
100034,2010-11-12,95.32000
100034,2010-11-15,95.99000
100034,2010-11-16,94.27000
100034,2010-11-18,94.20000
100034,2010-11-19,92.54000
100034,2010-11-22,94.05000
