SchemeCode,AMC,SchemeType,CategoryRaw,Category,SubCategory
153061,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153062,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153063,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153064,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153065,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153066,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153067,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153068,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153069,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153070,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153071,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153072,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153073,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153074,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153075,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153076,Shriram Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153077,Shriram Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153078,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153079,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153080,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153081,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153082,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153083,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153084,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153085,Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153086,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153087,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153088,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153089,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153090,Samco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
153091,Samco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
153092,Samco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
153093,Samco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
153094,Quantum Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153095,Quantum Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153096,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153097,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153098,Groww Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
153099,Groww Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
153100,Groww Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
153101,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
153102,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
153103,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
153104,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
153105,Mirae Asset Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
153106,Mirae Asset Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
153107,Mirae Asset Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
153108,Mirae Asset Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
153109,Union Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153110,Union Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153111,Union Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153112,Union Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153113,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153114,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153115,Edelweiss Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153116,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153117,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153118,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153119,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153120,DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153121,DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153122,DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153123,DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153124,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153125,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153126,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153127,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153128,Edelweiss Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153129,Edelweiss Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153130,Edelweiss Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153131,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153132,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153133,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153134,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153135,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153136,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153137,Motilal Oswal Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153138,Motilal Oswal Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153139,Bank of India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153140,Bank of India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153141,Bank of India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153142,Bank of India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153143,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153144,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153145,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153146,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153147,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153148,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153149,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153150,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153151,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153152,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153153,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153154,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153155,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153156,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153157,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153158,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153159,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153160,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153161,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153162,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153163,Tata Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
153164,Tata Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
153165,Tata Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
153166,Tata Mutual Fund,IL&FS Mutual Fund,IDF,IDF,
153169,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Solution Oriented,Children’s Fund
153170,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Solution Oriented,Children’s Fund
153171,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Solution Oriented,Children’s Fund
153172,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153173,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153174,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153175,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153176,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153177,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153178,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153179,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153180,Edelweiss Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,Other,Other  ETFs
153181,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153182,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153183,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153184,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153185,Motilal Oswal Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
153186,Motilal Oswal Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
153187,Motilal Oswal Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
153188,Motilal Oswal Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
153189,WhiteOak Capital Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153190,WhiteOak Capital Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153191,Mirae Asset Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,Other,Other  ETFs
153192,Mirae Asset Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Other,FoF Domestic
153193,Mirae Asset Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Other,FoF Domestic
153194,Mirae Asset Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Other,FoF Domestic
153195,Mirae Asset Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Other,FoF Domestic
153196,Mirae Asset Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
153197,Mirae Asset Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
153198,Mirae Asset Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
153199,Mirae Asset Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
153200,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
153201,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
153202,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
153203,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
153204,UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153205,UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153206,Bajaj Finserv Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
153207,Bajaj Finserv Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
153209,Bajaj Finserv Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
153211,Bajaj Finserv Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
153212,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153213,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153214,Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153215,Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153216,DSP Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153217,DSP Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153218,DSP Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153219,DSP Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153220,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153221,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153222,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153223,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153224,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153225,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153226,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153227,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153228,DSP Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,Other,Other  ETFs
153229,Groww Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,Other,Other  ETFs
153230,Groww Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153231,Groww Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153232,Groww Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153233,Groww Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153234,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153235,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153236,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153237,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153238,Samco Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
153239,Samco Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
153240,Union Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
153241,Union Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
153242,Union Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
153243,Union Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
153244,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153245,Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153246,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
153247,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
153248,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
153249,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
153250,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153251,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153252,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153253,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153254,Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153255,Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153256,Motilal Oswal Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153257,Motilal Oswal Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153258,Motilal Oswal Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153259,Motilal Oswal Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153260,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153261,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153262,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153263,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153264,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153265,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153266,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153267,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153268,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153269,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153270,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153271,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153272,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153273,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153274,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153276,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153277,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153278,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153280,Shriram Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
153281,Shriram Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
153282,Shriram Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
153283,Shriram Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
153284,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153285,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153286,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153287,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153288,Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153289,Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153290,Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153291,Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
153293,Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
153294,Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
153295,Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
153296,Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
153298,Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
153299,Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
153301,Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
153302,Mahindra Manulife Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Equity,Value Fund
153303,Mahindra Manulife Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Equity,Value Fund
153304,Mahindra Manulife Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Equity,Value Fund
153305,Mahindra Manulife Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Equity,Value Fund
153306,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
153307,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
153308,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
153309,Bajaj Finserv Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
153310,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153311,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153312,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153313,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153314,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,Other,Other  ETFs
153315,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,Other,Other  ETFs
153316,Bandhan Mutual Fund,Close Ended Schemes,Income,Income,
153317,Bandhan Mutual Fund,Close Ended Schemes,Income,Income,
153318,Bandhan Mutual Fund,Close Ended Schemes,Income,Income,
153319,Bandhan Mutual Fund,Close Ended Schemes,Income,Income,
153320,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
153321,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
