Date,NAV
2006-04-01,10.89320
2006-04-02,10.89520
2006-04-03,10.89730
2006-04-04,10.89950
2006-04-05,10.90150
2006-04-06,10.90340
2006-04-07,10.90540
2006-04-08,10.90730
2006-04-09,10.90910
2006-04-10,10.91110
2006-04-11,10.91300
2006-04-12,10.91510
2006-04-13,10.91690
2006-04-14,10.91880
2006-04-15,10.92070
2006-04-16,10.92250
2006-04-17,10.92450
2006-04-18,10.92650
2006-04-19,10.92850
2006-04-20,10.93060
2006-04-21,10.93260
2006-04-22,10.93440
2006-04-23,10.93630
2006-04-24,10.93820
2006-04-25,10.94020
2006-04-26,10.94210
2006-04-27,10.94420
2006-04-28,10.94620
2006-04-29,10.94820
2006-04-30,10.95020
2006-05-01,10.95220
2006-05-02,10.95420
2006-05-03,10.95610
2006-05-04,10.95810
2006-05-05,10.96000
2006-05-06,10.96190
2006-05-07,10.96380
2006-05-08,10.96570
2006-05-09,10.96760
2006-05-10,10.96950
2006-05-11,10.97160
2006-05-12,10.97350
2006-05-13,10.97550
2006-05-14,10.97740
2006-05-15,10.97940
2006-05-16,10.98140
2006-05-17,10.98330
2006-05-18,10.98520
2006-05-19,10.98710
2006-05-20,10.98900
2006-05-21,10.99080
2006-05-22,10.99270
2006-05-23,10.99460
2006-05-24,10.99650
2006-05-25,10.99840
2006-05-26,11.00040
2006-05-27,11.00230
2006-05-28,11.00420
2006-05-29,11.00620
2006-05-30,11.00820
2006-05-31,11.01020
2006-06-01,11.01220
2006-06-02,11.01410
2006-06-03,11.01600
2006-06-04,11.01790
2006-06-05,11.01980
2006-06-06,11.02170
2006-06-07,11.02360
2006-06-08,11.02560
2006-06-09,11.02750
2006-06-10,11.02940
2006-06-11,11.03140
2006-06-12,11.03330
2006-06-13,11.03520
2006-06-14,11.03720
2006-06-15,11.03920
2006-06-16,11.04120
2006-06-17,11.04310
2006-06-18,11.04510
2006-06-19,11.04710
2006-06-20,11.04900
2006-06-21,11.05090
2006-06-22,11.05280
2006-06-23,11.05480
2006-06-24,11.05670
2006-06-25,11.05860
2006-06-26,11.06060
2006-06-27,11.06250
2006-06-28,11.06450
2006-06-29,11.06650
2006-06-30,11.06850
2006-07-01,11.07050
2006-07-02,11.07250
2006-07-03,11.07440
2006-07-04,11.07640
2006-07-05,11.07830
2006-07-06,11.08030
2006-07-07,11.08230
2006-07-08,11.08420
2006-07-09,11.08620
2006-07-10,11.08820
2006-07-11,11.09010
2006-07-12,11.09210
2006-07-13,11.09410
2006-07-14,11.09610
2006-07-15,11.09800
2006-07-16,11.10000
2006-07-17,11.10200
