Date,NAV
2018-07-03,12.05760
2018-07-04,12.05940
2018-07-05,12.06120
2018-07-06,12.06300
2018-07-07,12.06490
2018-07-08,12.06680
2018-07-09,12.06850
2018-07-10,12.07040
2018-07-11,12.07230
2018-07-12,12.07420
2018-07-13,12.07610
2018-07-14,12.07800
2018-07-15,12.07990
2018-07-16,12.08170
2018-07-17,12.08360
2018-07-18,12.08550
2018-07-19,12.08740
2018-07-20,12.08930
2018-07-21,12.09120
2018-07-22,12.09300
2018-07-23,12.09490
2018-07-24,12.09680
2018-07-25,12.09870
2018-07-26,12.10060
2018-07-27,12.10250
2018-07-28,12.10440
2018-07-29,12.10630
2018-07-30,12.10810
2018-07-31,12.10990
2018-08-01,12.11180
2018-08-02,12.11370
2018-08-03,12.11550
2018-08-04,12.11720
2018-08-05,12.11900
2018-08-06,12.12090
2018-08-07,12.12270
2018-08-08,12.12460
2018-08-09,12.12640
2018-08-10,12.12830
2018-08-11,12.13010
2018-08-12,12.13190
2018-08-13,12.13370
2018-08-14,12.13550
2018-08-15,12.13740
2018-08-16,12.13920
2018-08-17,12.14100
2018-08-18,12.14270
2018-08-19,12.14450
2018-08-20,12.14630
2018-08-21,12.14800
2018-08-22,12.14970
2018-08-23,12.15160
2018-08-24,12.15340
2018-08-25,12.15520
2018-08-26,12.15700
2018-08-27,12.15880
2018-08-28,12.16040
