Date,NAV
2018-08-31,9.99670
2018-09-03,9.99970
2018-09-04,9.98650
2018-09-05,9.97530
2018-09-06,9.97580
2018-09-07,9.98200
2018-09-10,9.96730
2018-09-11,9.96810
2018-09-12,9.97360
2018-09-14,9.96950
2018-09-17,9.96400
2018-09-18,9.97170
2018-09-19,9.97170
2018-09-21,9.96770
2018-09-24,9.94840
2018-09-25,9.93020
2018-09-26,9.93560
2018-09-27,9.95740
2018-09-28,9.97400
2018-10-01,9.98850
2018-10-03,9.98400
2018-10-04,9.97030
2018-10-05,9.99400
2018-10-08,10.00100
2018-10-09,9.99410
2018-10-10,9.99790
2018-10-11,10.00820
2018-10-12,10.01280
2018-10-15,10.02920
2018-10-16,10.03710
2018-10-17,10.03730
2018-10-19,10.04050
2018-10-22,10.04600
2018-10-23,10.04570
2018-10-24,10.04460
2018-10-25,10.04550
2018-10-26,10.04550
2018-10-29,10.05030
2018-10-30,10.05210
2018-10-31,10.05350
2018-11-01,10.05950
2018-11-02,10.07080
2018-11-05,10.07850
2018-11-06,10.08080
2018-11-09,10.08950
2018-11-12,10.09370
2018-11-13,10.10290
2018-11-14,10.11170
2018-11-15,10.11890
2018-11-16,10.11950
2018-11-19,10.12680
2018-11-20,10.13180
2018-11-22,10.14120
2018-11-26,10.15050
2018-11-27,10.15270
2018-11-28,10.16100
2018-11-29,10.17310
2018-11-30,10.18030
2018-12-03,10.18400
2018-12-04,10.18840
2018-12-05,10.20330
2018-12-06,10.20840
2018-12-07,10.20690
2018-12-10,10.19350
2018-12-11,10.19510
2018-12-12,10.20500
2018-12-13,10.20550
2018-12-14,10.20650
2018-12-17,10.21450
2018-12-18,10.21930
2018-12-19,10.24170
2018-12-20,10.24610
2018-12-21,10.24910
2018-12-24,10.25450
2018-12-26,10.26720
2018-12-27,10.27490
2018-12-28,10.27300
2018-12-31,10.28150
2019-01-01,10.28190
2019-01-02,10.28490
2019-01-03,10.28590
2019-01-04,10.29140
2019-01-07,10.29830
2019-01-08,10.30520
2019-01-09,10.30940
2019-01-10,10.31350
2019-01-11,10.32190
2019-01-14,10.33590
2019-01-15,10.33710
2019-01-16,10.33360
2019-01-17,10.33690
