Date,NAV
2007-10-01,10.01390
2007-10-03,10.01590
2007-10-04,10.01820
2007-10-05,10.02160
2007-10-08,10.02830
2007-10-09,10.03050
2007-10-10,10.03360
2007-10-11,10.03590
2007-10-12,10.03860
2007-10-15,10.04530
2007-10-16,10.04790
2007-10-17,10.05020
2007-10-18,10.05290
2007-10-19,10.05540
2007-10-22,10.06200
2007-10-23,10.06440
2007-10-24,10.06690
2007-10-25,10.07350
2007-10-26,10.07560
2007-10-29,10.08190
2007-10-30,10.08370
2007-10-31,10.08570
2007-11-01,10.08780
2007-11-02,10.09030
2007-11-05,10.09590
2007-11-06,10.09800
2007-11-07,10.10000
2007-11-08,10.10220
2007-11-12,10.11030
2007-11-13,10.11260
2007-11-14,10.11480
2007-11-15,10.11740
2007-11-16,10.11970
2007-11-19,10.12640
2007-11-20,10.12820
2007-11-21,10.13030
2007-11-22,10.13250
2007-11-23,10.13480
2007-11-26,10.14150
2007-11-27,10.14370
2007-11-28,10.14590
2007-11-29,10.14780
2007-11-30,10.15020
2007-12-03,10.15670
2007-12-04,10.15870
2007-12-05,10.16030
2007-12-06,10.16250
2007-12-07,10.16480
2007-12-10,10.17140
2007-12-11,10.17340
2007-12-12,10.17560
2007-12-13,10.18590
2007-12-14,10.18750
2007-12-17,10.19440
2007-12-18,10.19670
2007-12-19,10.19900
2007-12-20,10.20130
2007-12-24,10.21180
2007-12-26,10.21670
2007-12-27,10.21900
2007-12-28,10.22170
2007-12-31,10.22980
2008-01-01,10.23620
2008-01-02,10.24080
2008-01-03,10.24300
2008-01-04,10.24530
2008-01-07,10.25210
2008-01-08,10.25440
2008-01-09,10.25660
2008-01-10,10.25890
2008-01-11,10.26110
2008-01-14,10.26790
2008-01-15,10.27020
2008-01-16,10.27470
2008-01-17,10.27700
2008-01-18,10.27880
2008-01-21,10.28530
2008-01-22,10.28640
2008-01-23,10.28640
2008-01-24,10.28850
2008-01-25,10.29070
2008-01-28,10.29730
2008-01-29,10.29800
2008-01-30,10.30020
2008-01-31,10.30280
2008-02-01,10.30610
2008-02-04,10.31270
2008-02-05,10.31530
2008-02-06,10.31750
2008-02-07,10.31970
2008-02-08,10.32190
2008-02-11,10.32800
2008-02-12,10.33020
2008-02-13,10.33140
2008-02-14,10.33060
2008-02-15,10.33180
2008-02-18,10.33490
2008-02-19,10.33220
2008-02-20,10.32960
2008-02-21,10.33380
2008-02-22,10.33700
2008-02-25,10.34370
2008-02-26,10.34690
2008-02-27,10.34910
2008-02-28,10.35130
2008-02-29,10.35360
2008-03-03,10.36030
2008-03-04,10.36250
2008-03-05,10.36340
2008-03-07,10.36570
2008-03-10,10.37250
2008-03-11,10.37470
2008-03-12,10.37700
2008-03-13,10.37930
2008-03-14,10.38340
2008-03-17,10.39020
2008-03-18,10.39250
2008-03-19,10.39500
2008-03-24,10.40670
2008-03-25,10.40900
2008-03-26,10.41330
2008-03-27,10.42020
2008-03-28,10.42160
2008-03-31,10.43060
2008-04-02,10.43850
2008-04-03,10.44160
2008-04-04,10.44140
2008-04-07,10.44910
2008-04-08,10.45270
2008-04-09,10.45500
2008-04-10,10.45730
2008-04-11,10.45910
2008-04-15,10.46830
2008-04-16,10.47010
2008-04-17,10.47170
2008-04-21,10.47880
2008-04-22,10.48250
2008-04-23,10.48480
2008-04-24,10.48710
2008-04-25,10.49000
2008-04-28,10.49690
2008-04-29,10.50290
2008-04-30,10.50610
2008-05-02,10.51190
2008-05-05,10.51940
2008-05-06,10.52170
2008-05-07,10.52370
2008-05-08,10.52580
2008-05-09,10.52810
2008-05-12,10.53530
2008-05-13,10.53770
2008-05-14,10.53730
2008-05-15,10.53840
2008-05-16,10.53950
2008-05-20,10.54870
2008-05-21,10.55100
2008-05-22,10.55220
2008-05-23,10.55450
2008-05-26,10.56130
2008-05-27,10.56370
2008-05-28,10.56540
2008-05-29,10.56780
2008-05-30,10.57010
2008-06-02,10.57700
2008-06-03,10.57940
2008-06-04,10.58170
2008-06-05,10.58400
2008-06-06,10.58630
2008-06-09,10.59230
2008-06-10,10.59460
2008-06-11,10.59690
2008-06-12,10.59900
2008-06-13,10.60110
2008-06-16,10.60810
2008-06-17,10.61040
2008-06-18,10.61270
2008-06-19,10.61470
2008-06-20,10.61620
2008-06-23,10.62320
2008-06-24,10.62560
2008-06-25,10.62650
2008-06-26,10.62880
2008-06-27,10.63120
2008-06-30,10.63840
2008-07-02,10.64320
2008-07-03,10.64560
2008-07-04,10.64800
2008-07-07,10.65530
2008-07-08,10.65770
2008-07-09,10.65990
2008-07-10,10.66250
2008-07-11,10.66490
2008-07-14,10.67200
2008-07-15,10.67430
2008-07-16,10.67650
2008-07-17,10.67870
2008-07-18,10.68120
2008-07-21,10.68840
2008-07-22,10.69080
2008-07-23,10.69320
2008-07-24,10.69560
2008-07-25,10.69810
2008-07-28,10.70530
2008-07-29,10.70770
2008-07-30,10.71020
2008-07-31,10.71260
2008-08-01,10.71490
2008-08-04,10.72210
2008-08-05,10.72440
2008-08-06,10.72680
2008-08-07,10.72920
2008-08-08,10.73160
2008-08-11,10.73870
2008-08-12,10.74110
2008-08-13,10.74060
2008-08-14,10.74290
2008-08-18,10.75210
2008-08-20,10.75670
2008-08-21,10.75900
2008-08-22,10.76130
2008-08-25,10.76820
2008-08-26,10.77050
2008-08-27,10.77280
2008-08-28,10.77510
2008-08-29,10.77740
2008-09-01,10.78430
2008-09-02,10.78660
2008-09-04,10.79140
2008-09-05,10.79400
2008-09-08,10.80180
2008-09-09,10.80440
2008-09-10,10.80730
2008-09-11,10.80980
2008-09-12,10.81220
2008-09-15,10.81960
2008-09-16,10.82250
2008-09-17,10.82520
2008-09-18,10.82790
2008-09-19,10.83070
2008-09-22,10.83940
2008-09-23,10.84230
2008-09-24,10.84510
2008-09-25,10.84810
2008-09-26,10.85110
2008-09-29,10.88170
2008-09-30,10.88460
