Date,NAV
2013-05-14,10.00110
2013-05-15,10.00230
2013-05-16,10.00420
2013-05-17,10.00710
2013-05-20,10.01360
2013-05-21,10.01550
2013-05-22,10.01780
2013-05-23,10.01280
2013-05-24,10.01490
2013-05-27,10.02120
2013-05-28,10.02330
2013-05-29,10.02530
2013-05-30,10.02310
2013-05-31,10.02330
2013-06-03,10.02710
2013-06-04,10.03100
2013-06-05,10.03750
2013-06-06,10.04130
2013-06-07,10.04350
2013-06-10,10.04500
2013-06-11,10.04450
2013-06-12,10.04310
2013-06-13,10.04550
2013-06-14,10.04820
2013-06-17,10.05720
2013-06-18,10.06360
2013-06-19,10.06980
2013-06-20,10.06780
2013-06-21,10.07000
2013-06-24,10.07660
2013-06-25,10.07710
2013-06-26,10.07910
2013-06-27,10.08290
2013-06-28,10.09740
2013-07-02,10.10410
2013-07-03,10.10010
2013-07-04,10.10430
2013-07-05,10.10650
2013-07-08,10.11050
2013-07-09,10.11280
2013-07-10,10.11510
2013-07-11,10.11620
2013-07-12,10.11680
2013-07-15,10.12190
2013-07-16,9.96590
2013-07-17,9.99450
2013-07-18,10.02720
2013-07-19,10.03340
2013-07-22,10.03710
2013-07-23,10.01010
2013-07-24,9.94700
2013-07-25,9.97490
2013-07-26,9.98480
2013-07-29,9.99660
2013-07-30,10.02080
2013-07-31,10.02320
2013-08-01,10.02580
2013-08-02,10.02860
2013-08-05,10.03630
2013-08-06,10.03180
2013-08-07,10.03450
2013-08-08,10.03690
2013-08-12,10.02000
2013-08-13,10.00220
2013-08-14,9.99820
2013-08-16,9.99060
2013-08-19,9.97230
2013-08-20,9.97540
2013-08-21,10.01140
2013-08-22,10.01430
2013-08-23,10.02020
2013-08-26,10.02910
2013-08-27,10.02830
2013-08-28,10.02150
2013-08-29,10.02450
2013-08-30,10.02710
2013-09-02,10.03940
2013-09-03,10.04200
2013-09-04,10.04820
2013-09-05,10.08580
2013-09-06,10.08230
2013-09-10,10.09650
2013-09-11,10.09910
2013-09-12,10.10220
2013-09-13,10.10160
2013-09-16,10.11000
2013-09-17,10.11310
2013-09-18,10.12480
2013-09-19,10.16110
2013-09-20,10.17280
2013-09-23,10.17430
2013-09-24,10.18020
2013-09-25,10.18550
2013-09-26,10.00580
2013-09-27,10.00860
2013-09-30,10.01900
2013-10-01,10.02420
2013-10-03,10.03520
2013-10-04,10.04350
2013-10-07,10.05340
2013-10-08,10.07260
2013-10-09,10.07240
2013-10-10,10.07470
2013-10-11,10.07740
2013-10-14,10.07900
2013-10-15,10.07880
2013-10-17,10.08390
2013-10-18,10.08630
2013-10-21,10.09390
2013-10-22,10.09650
2013-10-23,10.09900
2013-10-24,10.10150
2013-10-25,10.10500
2013-10-28,10.11400
2013-10-29,10.12130
2013-10-30,10.12390
2013-10-31,10.12610
2013-11-01,10.12730
2013-11-05,10.13850
2013-11-06,10.14100
2013-11-07,10.13640
2013-11-08,10.13880
2013-11-11,10.14390
2013-11-12,10.14160
2013-11-13,10.14400
2013-11-14,10.13980
2013-11-18,10.15000
2013-11-19,10.15720
2013-11-20,10.15990
2013-11-21,10.16000
2013-11-22,10.16260
2013-11-25,10.17270
2013-11-26,10.18570
2013-11-27,10.19000
2013-11-28,10.19270
2013-11-29,10.19410
2013-12-02,10.20170
2013-12-03,10.20630
2013-12-04,10.20950
2013-12-05,10.21660
2013-12-06,10.21660
2013-12-09,10.22060
2013-12-10,10.22370
2013-12-11,10.22720
2013-12-12,10.23320
2013-12-13,10.23010
2013-12-16,10.23800
2013-12-17,10.23900
2013-12-18,10.24310
2013-12-19,10.24640
2013-12-20,10.25110
2013-12-23,10.25840
2013-12-24,10.26020
2013-12-26,10.26570
2013-12-27,10.00180
2013-12-30,10.00970
2013-12-31,10.01410
2014-01-01,10.01860
2014-01-02,10.02240
2014-01-03,10.02550
2014-01-06,10.03250
2014-01-07,10.03340
2014-01-08,10.03380
2014-01-09,10.03360
2014-01-10,10.03810
2014-01-13,10.04510
2014-01-15,10.05020
2014-01-16,10.05310
2014-01-17,10.05560
2014-01-20,10.06200
2014-01-21,10.06610
2014-01-22,10.06790
2014-01-23,10.07080
2014-01-24,10.07240
2014-01-27,10.07880
2014-01-28,10.07840
2014-01-29,10.07890
2014-01-30,10.07910
2014-01-31,10.07900
2014-02-03,10.08680
2014-02-04,10.08980
2014-02-05,10.09290
2014-02-06,10.09790
2014-02-07,10.09920
2014-02-10,10.10580
2014-02-11,10.10770
2014-02-12,10.10970
2014-02-13,10.11050
2014-02-14,10.11290
2014-02-17,10.11960
2014-02-18,10.12350
2014-02-20,10.12900
2014-02-21,10.13090
2014-02-24,10.13840
2014-02-25,10.14160
2014-02-26,10.14350
2014-02-28,10.14900
2014-03-03,10.15530
2014-03-04,10.15440
2014-03-05,10.16330
2014-03-06,10.16510
2014-03-07,10.17030
2014-03-10,10.17860
2014-03-11,10.18220
2014-03-12,10.18460
2014-03-13,10.18770
2014-03-14,10.19110
2014-03-18,10.20190
2014-03-19,10.20450
2014-03-20,10.20720
2014-03-21,10.20990
2014-03-24,10.21800
2014-03-25,10.22070
2014-03-26,10.00280
2014-03-27,10.00540
2014-03-28,10.00860
2014-03-31,10.01650
2014-04-02,10.02170
2014-04-03,10.02430
2014-04-04,10.02690
2014-04-07,10.03480
2014-04-09,10.04000
2014-04-10,10.04260
2014-04-11,10.04520
2014-04-15,10.05560
2014-04-16,10.05820
2014-04-17,10.06080
2014-04-21,10.07100
2014-04-22,10.07360
2014-04-23,10.07610
2014-04-25,10.08130
2014-04-28,10.08890
2014-04-29,10.09150
2014-04-30,10.09410
2014-05-02,10.09920
2014-05-05,10.10690
2014-05-06,10.10940
2014-05-07,10.11200
2014-05-08,10.11440
2014-05-09,10.11680
2014-05-12,10.12420
2014-05-13,10.12850
2014-05-15,10.00000
