Date,NAV
2008-10-23,10.03730
2008-10-24,10.03940
2008-10-27,10.04580
2008-10-29,10.05020
2008-10-31,10.05470
2008-11-03,10.06130
2008-11-04,10.06350
2008-11-05,10.06560
2008-11-06,10.06780
2008-11-07,10.06990
2008-11-10,10.07630
2008-11-11,10.07850
2008-11-12,10.08070
2008-11-14,10.08510
2008-11-17,10.09160
2008-11-18,10.09380
2008-11-19,10.09590
2008-11-20,10.09810
2008-11-21,10.10010
2008-11-24,10.10620
2008-11-25,10.10840
2008-11-26,10.11070
2008-11-28,10.11510
2008-12-01,10.12180
2008-12-02,10.12400
2008-12-03,10.12630
2008-12-04,10.12850
2008-12-05,10.12760
2008-12-08,10.13470
2008-12-10,10.13940
2008-12-11,10.14180
2008-12-12,10.14420
2008-12-15,10.15120
2008-12-16,10.15360
2008-12-17,10.15590
2008-12-18,10.15830
2008-12-19,10.16070
2008-12-22,10.16770
2008-12-23,10.17070
2008-12-24,10.17300
2008-12-26,10.17740
2008-12-29,10.18310
2008-12-30,10.18440
2008-12-31,10.18580
2009-01-01,10.18690
2009-01-02,10.18740
2009-01-05,10.18950
