Date,NAV
2013-03-08,10.00920
2013-03-11,10.01630
2013-03-12,10.02330
2013-03-13,10.03380
2013-03-14,10.04850
2013-03-15,10.05350
2013-03-18,10.06090
2013-03-19,10.06420
2013-03-20,10.07270
2013-03-21,10.07870
2013-03-22,10.08320
2013-03-25,10.08920
2013-03-26,10.08590
2013-03-28,10.08990
2013-04-02,10.10110
2013-04-03,10.10330
2013-04-04,10.11030
2013-04-05,10.10840
2013-04-08,10.11170
2013-04-09,10.11250
2013-04-10,10.11520
2013-04-12,10.12600
2013-04-15,10.13780
2013-04-16,10.14340
2013-04-17,10.14040
2013-04-18,10.15070
2013-04-22,10.15690
2013-04-23,10.16140
2013-04-25,10.16940
2013-04-26,10.17140
2013-04-29,10.17970
2013-04-30,10.18210
2013-05-02,10.19600
2013-05-03,10.18870
2013-05-06,10.19700
2013-05-07,10.19980
2013-05-08,10.20720
2013-05-09,10.21270
2013-05-10,10.21400
2013-05-13,10.22050
2013-05-14,10.22430
2013-05-15,10.23080
2013-05-16,10.23510
2013-05-17,10.24020
2013-05-20,10.24540
2013-05-21,10.24950
2013-05-22,10.24920
2013-05-23,10.24830
2013-05-24,10.24900
2013-05-27,10.25520
2013-05-28,10.25590
2013-05-29,10.25610
2013-05-30,10.25660
2013-05-31,10.25790
2013-06-03,10.26480
2013-06-04,10.26780
2013-06-05,10.27340
2013-06-06,10.27760
2013-06-07,10.28020
2013-06-10,10.28470
2013-06-11,10.28470
2013-06-12,10.28290
2013-06-13,10.28590
2013-06-14,10.28760
2013-06-17,10.29660
2013-06-18,10.30650
2013-06-19,10.31120
2013-06-20,10.30610
2013-06-21,10.31030
2013-06-24,10.31630
2013-06-25,10.31830
2013-06-26,10.32180
2013-06-27,10.32540
2013-06-28,10.33550
2013-07-02,10.34140
2013-07-03,10.33910
2013-07-04,10.34530
2013-07-05,10.34750
2013-07-08,10.35170
2013-07-09,10.35330
2013-07-10,10.35440
2013-07-11,10.35500
2013-07-12,10.35650
2013-07-15,10.36200
2013-07-16,10.25930
2013-07-17,10.27740
2013-07-18,10.30880
2013-07-19,10.30790
2013-07-22,10.30670
2013-07-23,10.27690
2013-07-24,10.21810
2013-07-25,10.23420
2013-07-26,10.24610
2013-07-29,10.25780
2013-07-30,10.26150
2013-07-31,10.26070
2013-08-01,10.26930
2013-08-02,10.27590
2013-08-05,10.28500
2013-08-06,10.28300
2013-08-07,10.28690
2013-08-08,10.28930
2013-08-12,10.28630
2013-08-13,10.28420
2013-08-14,10.27690
2013-08-16,10.27040
2013-08-19,10.26870
2013-08-20,10.26300
2013-08-21,10.29540
2013-08-22,10.29050
2013-08-23,10.29550
2013-08-26,10.30530
2013-08-27,10.30240
2013-08-28,10.28660
2013-08-29,10.28890
2013-08-30,10.29420
2013-09-02,10.30610
2013-09-03,10.31610
2013-09-04,10.32850
2013-09-05,10.36350
2013-09-06,10.35630
2013-09-10,10.36930
2013-09-11,10.37370
2013-09-12,10.37660
2013-09-13,10.37270
2013-09-16,10.38320
2013-09-17,10.38850
2013-09-18,10.39890
2013-09-19,10.42890
2013-09-20,10.43640
2013-09-23,10.44170
2013-09-24,10.44870
2013-09-25,10.45620
2013-09-26,10.45940
2013-09-27,10.46250
2013-09-30,10.47260
2013-10-01,10.47640
2013-10-03,10.48460
2013-10-04,10.48940
2013-10-07,10.50110
2013-10-08,10.52120
2013-10-09,10.52230
2013-10-10,10.52450
2013-10-11,10.52600
2013-10-14,10.53340
2013-10-15,10.53400
2013-10-17,10.53970
2013-10-18,10.54160
2013-10-21,10.54990
2013-10-22,10.55300
2013-10-23,10.55490
2013-10-24,10.55790
2013-10-25,10.56090
2013-10-28,10.56900
2013-10-29,10.57630
2013-10-30,10.58030
2013-10-31,10.58400
2013-11-01,10.58530
2013-11-05,10.59540
2013-11-06,10.59820
2013-11-07,10.59620
2013-11-08,10.59660
2013-11-11,10.60260
2013-11-12,10.60130
2013-11-13,10.60590
2013-11-14,10.60340
2013-11-18,10.61500
2013-11-19,10.62000
2013-11-20,10.62370
2013-11-21,10.62480
2013-11-22,10.62820
2013-11-25,10.65200
2013-11-26,10.65470
2013-11-27,10.65970
2013-11-28,10.66310
2013-11-29,10.66630
2013-12-02,10.67460
2013-12-03,10.68170
2013-12-04,10.68490
2013-12-05,10.68990
2013-12-06,10.69030
2013-12-09,10.69570
2013-12-10,10.69760
2013-12-11,10.70100
2013-12-12,10.70980
2013-12-13,10.70970
2013-12-16,10.71680
2013-12-17,10.72160
2013-12-18,10.72430
2013-12-19,10.72730
2013-12-20,10.72960
2013-12-23,10.73680
2013-12-24,10.73880
2013-12-26,10.74430
2013-12-27,10.74670
2013-12-30,10.75390
2013-12-31,10.75850
2014-01-01,10.76200
2014-01-02,10.76570
2014-01-03,10.76870
2014-01-06,10.77570
2014-01-07,10.77700
2014-01-08,10.77850
2014-01-09,10.78100
2014-01-10,10.78350
2014-01-13,10.79100
2014-01-15,10.79600
2014-01-16,10.79840
2014-01-17,10.80090
2014-01-20,10.80840
2014-01-21,10.81090
2014-01-22,10.81340
2014-01-23,10.81590
2014-01-24,10.81840
2014-01-27,10.82580
2014-01-28,10.82830
2014-01-29,10.83080
2014-01-30,10.83330
2014-01-31,10.83580
2014-02-03,10.84320
2014-02-04,10.84570
2014-02-05,10.84820
2014-02-06,10.85070
2014-02-07,10.85320
2014-02-10,10.86070
2014-02-11,10.86310
2014-02-12,10.86560
2014-02-13,10.86810
2014-02-14,10.87060
2014-02-17,10.87810
2014-02-18,10.88060
2014-02-20,10.88550
2014-02-21,10.88800
2014-02-24,10.89550
2014-02-25,10.89800
2014-02-26,10.90050
2014-02-28,10.90540
2014-03-03,10.91290
2014-03-04,10.91540
2014-03-05,10.91790
2014-03-06,10.92040
2014-03-07,10.92290
2014-03-10,10.93510
