Date,NAV
2013-11-29,10.00310
2013-12-02,10.00410
2013-12-03,10.00470
2013-12-04,10.01170
2013-12-05,10.02270
2013-12-06,10.02370
2013-12-09,10.02310
2013-12-10,10.02640
2013-12-11,10.02870
2013-12-12,10.03840
2013-12-13,10.02870
2013-12-16,10.03750
2013-12-17,10.03870
2013-12-18,10.04160
2013-12-19,10.04480
2013-12-20,10.04910
2013-12-23,10.05500
2013-12-24,10.05830
2013-12-26,10.06470
2013-12-27,10.06380
2013-12-30,10.06980
2013-12-31,10.07470
2014-01-01,10.08100
2014-01-02,10.08340
2014-01-03,10.08700
2014-01-06,10.09350
2014-01-07,10.09290
2014-01-08,10.09340
2014-01-09,10.09170
2014-01-10,10.09580
2014-01-13,10.10440
2014-01-15,10.10840
2014-01-16,10.11160
2014-01-17,10.11300
2014-01-20,10.12000
2014-01-21,10.12790
2014-01-22,10.12750
2014-01-23,10.13020
2014-01-24,10.13200
2014-01-27,10.13580
2014-01-28,10.12300
2014-01-29,10.12510
2014-01-30,10.12210
2014-01-31,10.12230
2014-02-03,10.13040
2014-02-04,10.13620
2014-02-05,10.14040
2014-02-06,10.14840
2014-02-07,10.14730
2014-02-10,10.15260
2014-02-11,10.15300
2014-02-12,10.15380
2014-02-13,10.15000
2014-02-14,10.15110
2014-02-17,10.15640
2014-02-18,10.16120
2014-02-20,10.16570
2014-02-21,10.16670
2014-02-24,10.17290
2014-02-25,10.17530
2014-02-26,10.17840
2014-02-28,10.18170
2014-03-03,10.18380
2014-03-04,10.18320
2014-03-05,10.19880
2014-03-06,10.19950
2014-03-07,10.20850
2014-03-10,10.21760
2014-03-11,10.22550
2014-03-12,10.22810
2014-03-13,10.23110
2014-03-14,10.23840
2014-03-18,10.24940
2014-03-19,10.25300
2014-03-20,10.25880
2014-03-21,10.27140
2014-03-24,10.28460
2014-03-25,10.28440
2014-03-26,10.28270
2014-03-27,10.28670
2014-03-28,10.30220
2014-04-02,10.30860
2014-04-03,10.30850
2014-04-04,10.31020
2014-04-07,10.31690
2014-04-09,10.31990
2014-04-10,10.32190
2014-04-11,10.32510
2014-04-15,10.33450
2014-04-16,10.33750
2014-04-17,10.34070
2014-04-21,10.35030
2014-04-22,10.35250
2014-04-23,10.35590
2014-04-25,10.36080
2014-04-28,10.36730
2014-04-29,10.36970
2014-04-30,10.37210
2014-05-02,10.37800
2014-05-05,10.38620
2014-05-06,10.38870
2014-05-07,10.39130
2014-05-08,10.39680
2014-05-09,10.39990
2014-05-12,10.40780
2014-05-13,10.41060
2014-05-15,10.41810
2014-05-16,10.42270
2014-05-19,10.42970
2014-05-20,10.43300
2014-05-21,10.43790
2014-05-22,10.44250
2014-05-23,10.44500
2014-05-26,10.45130
2014-05-27,10.45390
2014-05-28,10.45540
2014-05-29,10.45840
2014-05-30,10.46240
2014-06-02,10.47070
2014-06-03,10.47490
2014-06-04,10.48080
2014-06-05,10.48410
2014-06-06,10.48930
2014-06-09,10.49640
2014-06-10,10.49820
2014-06-11,10.50040
2014-06-12,10.50260
2014-06-13,10.50500
2014-06-16,10.51070
2014-06-17,10.51410
2014-06-18,10.51670
2014-06-19,10.52040
2014-06-20,10.52290
2014-06-23,10.52780
2014-06-24,10.53020
2014-06-25,10.53170
2014-06-26,10.53440
2014-06-27,10.53630
2014-06-30,10.54610
2014-07-02,10.55310
2014-07-03,10.55580
2014-07-04,10.55820
2014-07-07,10.56560
2014-07-08,10.56660
2014-07-09,10.56880
2014-07-10,10.57070
2014-07-11,10.56860
2014-07-14,10.57300
2014-07-15,10.57590
2014-07-16,10.57970
2014-07-17,10.58360
2014-07-18,10.58670
2014-07-21,10.59310
2014-07-22,10.59560
2014-07-23,10.59790
2014-07-24,10.59990
2014-07-25,10.60250
2014-07-28,10.60900
2014-07-30,10.61430
2014-07-31,10.61570
2014-08-01,10.61770
2014-08-04,10.62590
2014-08-05,10.62900
2014-08-06,10.63080
2014-08-07,10.63290
2014-08-08,10.63460
2014-08-11,10.64200
2014-08-12,10.64460
2014-08-13,10.64730
2014-08-14,10.64940
2014-08-19,10.66170
2014-08-20,10.66470
2014-08-21,10.66760
2014-08-22,10.67090
2014-08-25,10.67890
2014-08-26,10.68230
2014-08-27,10.68490
2014-08-28,10.68740
2014-09-01,10.69700
2014-09-02,10.69950
2014-09-03,10.70280
2014-09-04,10.70540
2014-09-05,10.70790
2014-09-08,10.71520
2014-09-09,10.71760
2014-09-10,10.71980
2014-09-11,10.72240
2014-09-12,10.72510
2014-09-15,10.73250
2014-09-16,10.73510
2014-09-17,10.73780
2014-09-18,10.74090
2014-09-19,10.74370
2014-09-22,10.75150
2014-09-23,10.75440
2014-09-24,10.75690
2014-09-25,10.75930
2014-09-26,10.76170
2014-09-29,10.01770
2014-09-30,10.02000
2014-10-01,10.02230
2014-10-07,10.03610
2014-10-08,10.03840
2014-10-09,10.04070
2014-10-10,10.04300
2014-10-13,10.04990
2014-10-14,10.05220
2014-10-16,10.05680
2014-10-17,10.05910
2014-10-20,10.06610
2014-10-21,10.06840
2014-10-22,10.07070
2014-10-27,10.08220
2014-10-28,10.08450
2014-10-29,10.08680
2014-10-30,10.08910
2014-10-31,10.09140
2014-11-03,10.09830
2014-11-05,10.10290
2014-11-07,10.10750
2014-11-10,10.11440
2014-11-11,10.11670
2014-11-12,10.11900
2014-11-13,10.12130
2014-11-14,10.12360
2014-11-17,10.13050
2014-11-18,10.13280
2014-11-19,10.13510
2014-11-20,10.13740
2014-11-21,10.13970
2014-11-24,10.14660
2014-11-25,10.14890
2014-11-26,10.15120
2014-11-27,10.00000
