Date,NAV
2013-02-05,10.49040
2013-02-06,10.49280
2013-02-07,10.49540
2013-02-08,10.49710
2013-02-11,10.50300
2013-02-12,10.50410
2013-02-13,10.50500
2013-02-14,10.50320
2013-02-15,10.50330
2013-02-18,10.51030
2013-02-20,10.51660
2013-02-21,10.51930
2013-02-22,10.52280
2013-02-25,10.53050
2013-02-26,10.53170
2013-02-27,10.53410
2013-02-28,10.53590
2013-03-01,10.53950
2013-03-04,10.54790
2013-03-05,10.55350
2013-03-06,10.55790
2013-03-07,10.56230
2013-03-08,10.56370
2013-03-11,10.57160
2013-03-12,10.57560
2013-03-13,10.58040
2013-03-14,10.58840
2013-03-15,10.59210
2013-03-18,10.60050
2013-03-19,10.60360
2013-03-20,10.60800
2013-03-21,10.61280
2013-03-22,10.61690
2013-03-25,10.62300
2013-03-26,10.62330
2013-03-28,10.55440
2013-04-02,10.58780
2013-04-03,10.59180
2013-04-04,10.59560
2013-04-05,10.59720
2013-04-08,10.60370
2013-04-09,10.60550
2013-04-10,10.60860
2013-04-12,10.61510
2013-04-15,10.62490
2013-04-16,10.62870
2013-04-17,10.63010
2013-04-18,10.63550
2013-04-22,10.64460
2013-04-23,10.64800
2013-04-25,10.65460
2013-04-26,10.65680
2013-04-29,10.59020
2013-04-30,10.59250
2013-05-02,10.60120
2013-05-03,10.60020
2013-05-06,10.60920
2013-05-07,10.61180
2013-05-08,10.61730
2013-05-09,10.62220
2013-05-10,10.62450
2013-05-13,10.63110
2013-05-14,10.63510
2013-05-15,10.63950
2013-05-16,10.64290
2013-05-17,10.64660
2013-05-20,10.65300
2013-05-21,10.65610
2013-05-22,10.65700
2013-05-23,10.65710
2013-05-24,10.65890
2013-05-27,10.66570
2013-05-28,10.66790
2013-05-29,10.66770
2013-05-30,10.66970
2013-05-31,10.67120
2013-06-03,10.60910
2013-06-04,10.61220
2013-06-05,10.61600
2013-06-06,10.61980
2013-06-07,10.62190
2013-06-10,10.62740
2013-06-11,10.62740
2013-06-12,10.62750
2013-06-13,10.62940
2013-06-14,10.63190
2013-06-17,10.63880
2013-06-18,10.64550
2013-06-19,10.65000
2013-06-20,10.64670
2013-06-21,10.65980
2013-06-24,10.66510
2013-06-25,10.66740
2013-06-26,10.66900
2013-06-27,10.67180
2013-06-28,10.68170
2013-07-02,10.62040
2013-07-03,10.61960
2013-07-04,10.62530
2013-07-05,10.62770
2013-07-08,10.63280
2013-07-09,10.63360
2013-07-10,10.63520
2013-07-11,10.63740
2013-07-12,10.63880
2013-07-15,10.64550
2013-07-16,10.59180
2013-07-17,10.59580
2013-07-18,10.61090
2013-07-19,10.61250
2013-07-22,10.61550
2013-07-23,10.60250
2013-07-24,10.57520
2013-07-25,10.58180
2013-07-26,10.58760
2013-07-29,10.59740
2013-07-30,10.59750
2013-07-31,10.59720
2013-08-01,10.59480
2013-08-02,10.60060
2013-08-05,10.61080
2013-08-06,10.61080
2013-08-07,10.61480
2013-08-08,10.61900
2013-08-12,10.62740
2013-08-13,10.62900
2013-08-14,10.62830
2013-08-16,10.62780
2013-08-19,10.62810
2013-08-20,10.62620
2013-08-21,10.64550
2013-08-22,10.64610
2013-08-23,10.65050
2013-08-26,10.66140
2013-08-27,10.66230
2013-08-28,10.65780
2013-08-29,10.66050
2013-08-30,10.66540
2013-09-02,10.67830
2013-09-03,10.68770
2013-09-04,10.70260
2013-09-05,10.72730
2013-09-06,10.72620
2013-09-10,10.74050
2013-09-11,10.74450
2013-09-12,10.74740
2013-09-13,10.74680
2013-09-16,10.75700
2013-09-17,10.76030
2013-09-18,10.76790
2013-09-19,10.78590
2013-09-20,10.79230
2013-09-23,10.79930
2013-09-24,10.80440
2013-09-25,10.80950
2013-09-26,10.81370
2013-09-27,10.81780
2013-09-30,10.75800
2013-10-01,10.76230
2013-10-03,10.77120
2013-10-04,10.77520
2013-10-07,10.78520
2013-10-08,10.79950
2013-10-09,10.80200
2013-10-10,10.80530
2013-10-11,10.80760
2013-10-14,10.81620
2013-10-15,10.81780
2013-10-17,10.82320
2013-10-18,10.82620
2013-10-21,10.83450
2013-10-22,10.83730
2013-10-23,10.83940
2013-10-24,10.84170
2013-10-25,10.84560
2013-10-28,10.78370
2013-10-29,10.78930
2013-10-30,10.79230
2013-10-31,10.79630
2013-11-01,10.79830
2013-11-05,10.80830
2013-11-06,10.81090
2013-11-07,10.80980
2013-11-08,10.81100
2013-11-11,10.81620
2013-11-12,10.81610
2013-11-13,10.81850
2013-11-14,10.81820
2013-11-18,10.82890
2013-11-19,10.83330
2013-11-20,10.83660
2013-11-21,10.83870
2013-11-22,10.84180
2013-11-25,10.85050
2013-11-26,10.85430
2013-11-27,10.85820
2013-11-28,10.86220
2013-11-29,10.86530
2013-12-02,10.80530
2013-12-03,10.80940
2013-12-04,10.81190
2013-12-05,10.81670
2013-12-06,10.81690
2013-12-09,10.82320
2013-12-10,10.82570
2013-12-11,10.82920
2013-12-12,10.83510
2013-12-13,10.83510
2013-12-16,10.84290
2013-12-17,10.84660
2013-12-18,10.85100
2013-12-19,10.85340
2013-12-20,10.85540
2013-12-23,10.86330
2013-12-24,10.86570
2013-12-26,10.87110
2013-12-27,10.87340
2013-12-30,10.81040
2013-12-31,10.81470
2014-01-01,10.81820
2014-01-02,10.82130
2014-01-03,10.82400
2014-01-06,10.83230
2014-01-07,10.83400
2014-01-08,10.83540
2014-01-09,10.83700
2014-01-10,10.84080
2014-01-13,10.84870
2014-01-15,10.85400
2014-01-16,10.85660
2014-01-17,10.85920
2014-01-20,10.86690
2014-01-21,10.87040
2014-01-22,10.87230
2014-01-23,10.87520
2014-01-24,10.87720
2014-01-27,10.88470
2014-01-28,10.88520
2014-01-29,10.88770
2014-01-30,10.89260
2014-01-31,10.89450
2014-02-03,10.83330
2014-02-04,10.83660
2014-02-05,10.83850
2014-02-06,10.84180
2014-02-07,10.84380
2014-02-10,10.85130
2014-02-11,10.85300
2014-02-12,10.85460
2014-02-13,10.85620
2014-02-14,10.85850
2014-02-17,10.86600
2014-02-18,10.86890
2014-02-20,10.87420
2014-02-21,10.87680
2014-02-24,10.88420
2014-02-25,10.88690
2014-02-26,10.88960
2014-02-28,10.89490
2014-03-03,10.83200
2014-03-04,10.83340
2014-03-05,10.83770
