Date,NAV
2006-04-03,11.14350
2006-04-04,11.14710
2006-04-05,11.15650
2006-04-07,11.12820
2006-04-10,11.13310
2006-04-12,11.09170
2006-04-13,11.08230
2006-04-17,11.11950
2006-04-18,11.15880
2006-04-19,11.18330
2006-04-20,11.21950
2006-04-21,11.22320
2006-04-24,11.21650
2006-04-25,11.17610
2006-04-26,11.21320
2006-04-27,11.19300
2006-04-28,11.20380
2006-05-02,11.28350
2006-05-03,11.30890
2006-05-04,11.30950
2006-05-05,11.32690
2006-05-08,11.37000
2006-05-09,11.37820
2006-05-10,11.36920
2006-05-11,11.33560
2006-05-12,11.30580
2006-05-15,11.21920
2006-05-16,11.23110
2006-05-17,11.28250
2006-05-18,11.14290
2006-05-19,11.07810
2006-05-22,11.00180
2006-05-23,11.06540
2006-05-24,11.03490
2006-05-25,11.05680
2006-05-26,11.10050
2006-05-29,11.09790
2006-05-30,11.08860
2006-05-31,11.02740
2006-06-01,10.97530
2006-06-02,11.01900
2006-06-05,10.99750
2006-06-06,10.95830
2006-06-07,10.89520
2006-06-08,10.84940
2006-06-09,10.91950
2006-06-12,10.87440
2006-06-13,10.80840
2006-06-14,10.78920
2006-06-15,10.88310
2006-06-16,10.92350
2006-06-19,10.94000
2006-06-20,10.90850
2006-06-21,10.95020
2006-06-22,10.99880
2006-06-23,11.03070
2006-06-26,10.97600
2006-06-27,10.99100
2006-06-28,11.00040
2006-06-29,11.00270
2006-06-30,11.05640
2006-07-03,11.08180
2006-07-04,11.06620
2006-07-05,11.09650
2006-07-06,11.07720
2006-07-07,11.03600
2006-07-10,11.07270
2006-07-11,11.07710
2006-07-12,11.11270
2006-07-13,11.10150
2006-07-14,11.08080
2006-07-17,11.04750
2006-07-18,11.03750
2006-07-19,11.01090
2006-07-20,11.04640
2006-07-21,11.01130
2006-07-24,11.03080
2006-07-25,11.05580
2006-07-26,11.08030
2006-07-27,11.09050
2006-07-28,11.08400
2006-07-31,11.08830
2006-08-01,11.09150
2006-08-02,11.10510
2006-08-03,11.10600
2006-08-04,11.10130
2006-08-07,11.09630
2006-08-08,11.12810
2006-08-09,11.15860
2006-08-10,11.16240
2006-08-11,11.18110
2006-08-14,11.20640
2006-08-16,11.22730
2006-08-17,11.23270
2006-08-18,11.24540
2006-08-21,11.25620
2006-08-22,11.24930
2006-08-23,11.23720
2006-08-24,11.26900
2006-08-25,11.28110
2006-08-28,11.29650
2006-08-29,11.30060
2006-08-30,11.30440
2006-08-31,11.29420
2006-09-01,11.30320
2006-09-04,11.32520
2006-09-05,11.32600
2006-09-06,11.33990
2006-09-07,11.32780
2006-09-08,11.34540
2006-09-11,11.29540
2006-09-12,11.31410
2006-09-13,11.34440
2006-09-14,11.35260
2006-09-15,11.36580
2006-09-18,11.37760
2006-09-19,11.35950
2006-09-20,11.39010
2006-09-21,11.41430
2006-09-22,11.42160
2006-09-25,11.41310
2006-09-26,11.43550
2006-09-27,11.43710
2006-09-28,11.42350
2006-09-29,11.43700
2006-10-03,11.07960
2006-10-04,11.06440
2006-10-05,11.08250
2006-10-06,11.08430
2006-10-09,11.08720
2006-10-10,11.08410
2006-10-11,11.07920
2006-10-12,11.10580
2006-10-13,11.12970
2006-10-16,11.15860
2006-10-17,11.15200
2006-10-18,11.15430
2006-10-19,11.13540
2006-10-20,11.14400
2006-10-23,11.14470
2006-10-26,11.14280
