SchemeCode,Date,NAV
100033,2026-01-01,920.37000
100033,2026-01-02,927.60000
100033,2026-01-05,930.34000
100033,2026-01-06,929.84000
100033,2026-01-07,932.63000
100033,2026-01-08,917.05000
100033,2026-01-09,908.72000
100033,2026-01-12,909.02000
100033,2026-01-13,910.33000
100033,2026-01-14,911.67000
100033,2026-01-16,914.41000
100033,2026-01-19,909.03000
100033,2026-01-20,892.45000
100033,2026-01-21,886.49000
100033,2026-01-22,894.62000
100033,2026-01-23,882.18000
100033,2026-01-27,884.78000
100033,2026-01-28,900.41000
100033,2026-01-29,899.62000
100033,2026-01-30,896.85000
100033,2026-02-02,887.48000
100033,2026-02-03,914.66000
100033,2026-02-04,918.21000
100033,2026-02-05,912.80000
100033,2026-02-06,911.99000
100034,2026-01-01,134.04000
100034,2026-01-02,135.10000
100034,2026-01-05,135.50000
100034,2026-01-06,135.42000
100034,2026-01-07,135.83000
100034,2026-01-08,133.56000
100034,2026-01-09,132.35000
100034,2026-01-12,132.39000
100034,2026-01-13,132.58000
100034,2026-01-14,132.78000
100034,2026-01-16,133.18000
100034,2026-01-19,132.39000
100034,2026-01-20,129.98000
100034,2026-01-21,129.11000
100034,2026-01-22,130.29000
100034,2026-01-23,128.48000
100034,2026-01-27,128.86000
100034,2026-01-28,131.14000
100034,2026-01-29,131.02000
100034,2026-01-30,130.62000
100034,2026-02-02,129.25000
100034,2026-02-03,133.21000
100034,2026-02-04,133.73000
100034,2026-02-05,132.94000
100034,2026-02-06,132.82000
100037,2026-01-01,13.10290
100037,2026-01-02,13.10700
100037,2026-01-05,13.08440
100037,2026-01-06,13.07660
100037,2026-01-07,13.07620
100037,2026-01-08,13.06830
100037,2026-01-09,13.06250
100037,2026-01-12,13.07790
100037,2026-01-13,13.06330
100037,2026-01-14,13.05000
100037,2026-01-16,13.03740
100037,2026-01-19,13.03190
100037,2026-01-20,13.03600
100037,2026-01-21,13.04190
100037,2026-01-22,13.06100
100037,2026-01-23,13.05330
100037,2026-01-27,13.04720
100037,2026-01-28,13.05070
100037,2026-01-29,13.06370
100037,2026-01-30,13.07570
100037,2026-02-02,13.03630
100037,2026-02-03,13.05830
100037,2026-02-04,13.07650
100037,2026-02-05,13.10560
100037,2026-02-06,13.05060
