Date,NAV
2016-02-03,10.00110
2016-02-04,10.00060
2016-02-05,9.99880
2016-02-08,9.98390
2016-02-09,9.99030
2016-02-10,9.99380
2016-02-11,9.99410
2016-02-12,9.99180
2016-02-15,9.99950
2016-02-16,10.00220
2016-02-17,9.99730
2016-02-18,9.99940
2016-02-22,10.00080
2016-02-23,9.98120
2016-02-24,9.97650
2016-02-25,9.96910
2016-02-26,9.97240
2016-02-29,10.00290
2016-03-01,10.01050
2016-03-02,10.02460
2016-03-03,10.02490
2016-03-04,10.03160
2016-03-08,10.04560
2016-03-09,10.05220
2016-03-10,10.05230
2016-03-11,10.04790
2016-03-14,10.05860
2016-03-15,10.06460
2016-03-16,10.06870
2016-03-17,10.08000
2016-03-18,10.08880
2016-03-21,10.10930
2016-03-22,10.11440
2016-03-23,10.11530
2016-03-28,10.12200
2016-03-29,10.12100
2016-03-30,10.12310
2016-03-31,10.14410
2016-04-04,10.17490
2016-04-05,10.19080
2016-04-06,10.19920
2016-04-07,10.20050
2016-04-11,10.20860
2016-04-12,10.21360
2016-04-13,10.21600
2016-04-18,10.23290
2016-04-20,10.23460
2016-04-21,10.23260
2016-04-22,10.23450
2016-04-25,10.23730
2016-04-26,10.23620
2016-04-27,10.23500
2016-04-28,10.23170
2016-04-29,10.23050
2016-05-02,10.23630
2016-05-03,10.23720
2016-05-04,10.24090
2016-05-05,10.24120
2016-05-06,10.24280
2016-05-09,10.24970
2016-05-10,10.24830
2016-05-11,10.25320
2016-05-12,10.25800
2016-05-13,10.26000
2016-05-16,10.26820
2016-05-17,10.27000
2016-05-18,10.27280
2016-05-19,10.27200
2016-05-20,10.27130
2016-05-23,10.28110
2016-05-24,10.28190
2016-05-25,10.28350
2016-05-26,10.28680
2016-05-27,10.28690
2016-05-30,10.29170
2016-05-31,10.29190
2016-06-01,10.29330
2016-06-02,10.29560
2016-06-03,10.29830
2016-06-06,10.30450
2016-06-07,10.30960
2016-06-08,10.31400
2016-06-09,10.31770
2016-06-10,10.32160
2016-06-13,10.32520
2016-06-14,10.32600
2016-06-15,10.33630
2016-06-16,10.33750
2016-06-17,10.34260
2016-06-20,10.34510
2016-06-21,10.34790
2016-06-22,10.34910
2016-06-23,10.35060
2016-06-24,10.35200
2016-06-27,10.35890
2016-06-28,10.36560
