Date,NAV
2014-12-23,10.00850
2014-12-24,9.99940
2014-12-26,10.00090
2014-12-29,10.00830
2014-12-30,10.01490
2014-12-31,10.02260
2015-01-01,10.02890
2015-01-02,10.04030
2015-01-05,10.04320
2015-01-06,10.00400
2015-01-07,10.00870
2015-01-08,10.02760
2015-01-09,10.03500
2015-01-12,10.05510
2015-01-13,10.06520
2015-01-14,10.06320
2015-01-15,10.11080
2015-01-16,10.13280
2015-01-19,10.14120
2015-01-20,10.15450
2015-01-21,10.16570
2015-01-22,10.17350
2015-01-23,10.18630
2015-01-27,10.19970
2015-01-28,10.19890
2015-01-29,10.20330
2015-01-30,10.17930
2015-02-02,10.18070
2015-02-03,10.16750
2015-02-04,10.15360
2015-02-05,10.13960
2015-02-06,10.12950
2015-02-09,10.10190
2015-02-10,10.10980
2015-02-11,10.12340
2015-02-12,10.13000
2015-02-13,10.15130
2015-02-16,10.15430
2015-02-18,10.16320
2015-02-20,10.16830
2015-02-23,10.16220
2015-02-24,10.17030
2015-02-25,10.17640
2015-02-26,10.16500
2015-02-27,10.19510
2015-03-02,10.21800
2015-03-03,10.22550
2015-03-04,10.22020
2015-03-05,10.22390
2015-03-09,10.19020
2015-03-10,10.18690
2015-03-11,10.18480
2015-03-12,10.20120
2015-03-13,10.18450
2015-03-16,10.18470
2015-03-17,10.19490
2015-03-18,10.18640
2015-03-19,10.17890
2015-03-20,10.16770
2015-03-23,10.16440
2015-03-24,10.16100
2015-03-25,10.16030
2015-03-26,10.14340
2015-03-27,10.15320
2015-03-30,10.18250
2015-03-31,10.19480
2015-04-06,10.24660
2015-04-07,10.26340
2015-04-08,10.27170
2015-04-09,10.28390
2015-04-10,10.29020
2015-04-13,10.30910
2015-04-15,10.30140
2015-04-16,10.30010
2015-04-17,10.28130
2015-04-20,10.26000
2015-04-21,10.25580
2015-04-22,10.26500
2015-04-23,10.25420
2015-04-24,10.23630
2015-04-27,10.22510
2015-04-28,10.24020
2015-04-29,10.23160
2015-04-30,10.21060
2015-05-05,10.23280
2015-05-06,10.18940
2015-05-07,10.17810
2015-05-08,10.18440
2015-05-11,10.21160
2015-05-12,10.18600
2015-05-13,10.20300
2015-05-14,10.21210
2015-05-15,10.21490
2015-05-18,10.23900
2015-05-19,10.24470
