Date,NAV
2026-07-06,100.04800
2026-07-07,100.06160
2026-07-08,100.07480
2026-07-09,100.08850
2026-07-10,100.10210
2026-07-12,100.12970
2026-07-13,100.14330
2026-07-14,100.15680
2026-07-15,100.17030
2026-07-16,100.18420
2026-07-17,100.19820
2026-07-19,100.22650
2026-07-20,100.24070
2026-07-21,100.25470
2026-07-22,100.26870
2026-07-23,100.28260
2026-07-24,100.29580
2026-07-26,100.32270
2026-07-27,100.33670
2026-07-28,100.35130
2026-07-29,100.36540
2026-07-30,100.37940
2026-07-31,100.39350
2026-08-02,100.42210
2026-08-03,100.43540
2026-08-04,100.44850
2026-08-05,100.46150
2026-08-06,100.47500
