Date,NAV
2007-06-07,10.00690
2007-06-08,10.00940
2007-06-11,10.01690
2007-06-12,10.01930
2007-06-13,10.02180
2007-06-14,10.02430
2007-06-15,10.02680
2007-06-18,10.03410
2007-06-19,10.03660
2007-06-20,10.03900
2007-06-21,10.04150
2007-06-22,10.04390
2007-06-25,10.05130
2007-06-26,10.05370
2007-06-27,10.05620
2007-06-28,10.05870
2007-06-29,10.06120
2007-07-03,10.07110
2007-07-04,10.07350
2007-07-05,10.07600
2007-07-06,10.07840
2007-07-09,10.08580
2007-07-10,10.08830
2007-07-11,10.09070
2007-07-12,10.09320
2007-07-13,10.09560
2007-07-16,10.10300
2007-07-17,10.10550
2007-07-18,10.10790
2007-07-19,10.11040
2007-07-20,10.11280
2007-07-23,10.12020
2007-07-24,10.12270
2007-07-25,10.12520
2007-07-26,10.12780
2007-07-27,10.13040
2007-07-30,10.13810
2007-07-31,10.14060
2007-08-01,10.14300
2007-08-02,10.14550
2007-08-03,10.14800
2007-08-06,10.15540
2007-08-07,10.15790
2007-08-08,10.16030
2007-08-09,10.16280
2007-08-10,10.16530
2007-08-13,10.17280
2007-08-14,10.17530
2007-08-16,10.18020
2007-08-17,10.18270
2007-08-21,10.19260
2007-08-22,10.19510
2007-08-23,10.19760
2007-08-24,10.20010
2007-08-27,10.20760
2007-08-28,10.21000
2007-08-29,10.21250
2007-08-30,10.21500
2007-08-31,10.21750
2007-09-03,10.22490
2007-09-04,10.22690
2007-09-05,10.00190
2007-09-07,0.00000
