Date,NAV
2008-08-29,0.00000
2008-09-02,10.01910
2008-09-04,10.02430
2008-09-05,10.02700
2008-09-08,10.03490
2008-09-09,10.03750
2008-09-10,10.04030
2008-09-11,10.04300
2008-09-12,10.04570
2008-09-15,10.05370
2008-09-16,10.05590
2008-09-17,10.05860
2008-09-18,10.06130
2008-09-19,10.06420
2008-09-22,10.07260
2008-09-23,10.07540
2008-09-24,10.07820
2008-09-25,10.08100
2008-09-26,10.08380
2008-09-29,10.09220
2008-10-01,10.02480
2008-10-03,10.02850
2008-10-06,10.03690
2008-10-07,10.03960
2008-10-08,10.04240
2008-10-10,10.04800
2008-10-13,10.05630
2008-10-14,10.05720
2008-10-15,10.06000
2008-10-16,10.06280
2008-10-17,10.06560
2008-10-20,10.07400
2008-10-22,10.07960
2008-10-23,10.08240
2008-10-24,10.08610
2008-10-27,10.09670
2008-10-29,10.10310
2008-10-31,10.11170
2008-11-03,10.12010
2008-11-04,10.12500
2008-11-05,10.12880
2008-11-06,10.13160
2008-11-07,10.13930
2008-11-10,10.14720
2008-11-11,10.15660
2008-11-12,10.15900
2008-11-14,10.16470
2008-11-17,10.17190
2008-11-18,10.17440
2008-11-19,10.17780
2008-11-20,10.19010
2008-11-21,10.19550
2008-11-24,10.20290
2008-11-25,10.20530
2008-11-26,10.20760
2008-11-28,10.21370
2008-12-01,10.00560
2008-12-26,0.00000
2008-12-30,0.00000
