Date,NAV
2011-01-27,10.01590
2011-01-28,10.01830
2011-01-31,10.02550
2011-02-01,10.02780
2011-02-02,10.03020
2011-02-03,10.03260
2011-02-04,10.03500
2011-02-07,10.04280
2011-02-08,10.04520
2011-02-09,10.04490
2011-02-10,10.04740
2011-02-11,10.04990
2011-02-14,10.05730
2011-02-15,10.05970
2011-02-17,10.06470
2011-02-18,10.06710
2011-02-21,10.07450
2011-02-22,10.07780
2011-02-23,10.08030
2011-02-24,10.08280
2011-02-25,10.08530
2011-02-28,10.09270
2011-03-01,10.09520
2011-03-03,10.10020
2011-03-04,10.10270
2011-03-07,10.11020
2011-03-08,10.11270
2011-03-09,10.11520
2011-03-10,10.11800
2011-03-11,10.12050
2011-03-14,10.12800
2011-03-15,10.13050
2011-03-16,10.13300
2011-03-17,10.13550
2011-03-18,10.13800
2011-03-21,10.14550
2011-03-22,10.14800
2011-03-23,10.15050
2011-03-24,10.15300
2011-03-25,10.15590
2011-03-28,10.16350
2011-03-29,10.16380
2011-03-30,10.00000
2011-03-31,10.00020
2011-04-05,10.01370
2011-04-06,10.02090
2011-04-07,10.02340
2011-04-08,10.02580
2011-04-11,10.03490
2011-04-13,10.03980
2011-04-15,10.04470
2011-04-18,10.05210
2011-04-19,10.05450
2011-04-20,10.05700
2011-04-21,10.05950
2011-04-25,10.00000
