Date,NAV
2010-03-31,10.03060
2010-04-05,10.03830
2010-04-06,10.03990
2010-04-07,10.04160
2010-04-08,10.04340
2010-04-09,10.04540
2010-04-12,10.05090
2010-04-13,10.05330
2010-04-15,10.05720
2010-04-16,10.05870
2010-04-19,10.06400
2010-04-20,10.06770
2010-04-21,10.07040
2010-04-22,10.07420
2010-04-23,10.08110
2010-04-26,10.08640
2010-04-27,10.08820
2010-04-28,10.09210
2010-04-29,10.09280
2010-04-30,10.09460
2010-05-03,10.10020
2010-05-04,10.10140
2010-05-05,10.10330
2010-05-06,10.10520
2010-05-07,10.10660
2010-05-10,10.11240
2010-05-11,10.11270
2010-05-12,10.11370
2010-05-13,10.11570
2010-05-14,10.11710
2010-05-17,10.12300
2010-05-18,10.12440
2010-05-19,10.12580
2010-05-20,10.12390
2010-05-21,10.12510
2010-05-24,10.13220
2010-05-25,10.13340
2010-05-26,10.13370
2010-05-28,10.13770
2010-05-31,10.14370
2010-06-01,10.14250
2010-06-02,10.14610
2010-06-03,10.15140
2010-06-04,10.15390
2010-06-07,10.15990
2010-06-08,10.16100
2010-06-09,10.16110
2010-06-10,10.16220
2010-06-11,10.16280
2010-06-14,10.16770
2010-06-15,10.16970
2010-06-16,10.17230
2010-06-17,10.17530
2010-06-18,10.17730
2010-06-21,10.18340
2010-06-22,10.18640
2010-06-23,10.18840
2010-06-24,10.19040
2010-06-25,10.19190
2010-06-28,10.19730
2010-06-29,10.19930
2010-06-30,10.20130
2010-07-02,10.20600
2010-07-05,10.20890
2010-07-06,10.21030
2010-07-07,10.21110
2010-07-08,10.21500
2010-07-09,10.21770
2010-07-12,10.22320
2010-07-13,10.22460
2010-07-14,10.22600
2010-07-15,10.22750
2010-07-16,10.23230
2010-07-19,10.23630
2010-07-20,10.23780
2010-07-21,10.23930
2010-07-22,10.24130
2010-07-23,10.24160
2010-07-26,10.24780
2010-07-27,10.24930
2010-07-28,10.24930
2010-07-29,10.24990
2010-07-30,10.25080
2010-08-02,10.24520
2010-08-03,10.24890
2010-08-04,10.25170
2010-08-05,10.25170
2010-08-06,10.25450
2010-08-09,10.26170
2010-08-10,10.26090
2010-08-11,10.26070
2010-08-12,10.26220
2010-08-13,10.25980
2010-08-16,10.26630
2010-08-17,10.26460
2010-08-18,10.26500
2010-08-20,10.26560
2010-08-23,10.26950
2010-08-24,10.27330
2010-08-25,10.27660
2010-08-26,10.27830
2010-08-27,10.27880
2010-08-30,10.28480
2010-08-31,10.28640
2010-09-01,10.28860
2010-09-02,10.29100
2010-09-03,10.29310
2010-09-06,10.29940
2010-09-07,10.30300
2010-09-08,10.30480
2010-09-09,10.30680
2010-09-13,10.31530
2010-09-14,10.31630
2010-09-15,10.32140
2010-09-16,10.32370
2010-09-17,10.32640
2010-09-20,10.33320
2010-09-21,10.33470
2010-09-22,10.33690
2010-09-23,10.33890
2010-09-24,10.34110
2010-09-27,10.34570
2010-09-28,10.34840
2010-09-29,10.35250
2010-10-01,10.35550
2010-10-04,10.36050
2010-10-05,10.36220
2010-10-06,10.36310
2010-10-07,10.36540
2010-10-08,10.36700
2010-10-11,10.37690
2010-10-12,10.37590
2010-10-13,10.37710
2010-10-14,10.37790
2010-10-15,10.37920
2010-10-18,10.38220
2010-10-19,10.37920
2010-10-20,10.38300
2010-10-21,10.38690
2010-10-22,10.39080
2010-10-25,10.39600
2010-10-26,10.39610
2010-10-27,10.39730
2010-10-28,10.39930
2010-10-29,10.40050
2010-11-01,10.40650
2010-11-02,10.40940
2010-11-03,10.41610
2010-11-04,10.41840
2010-11-08,10.42520
2010-11-09,10.42130
2010-11-10,10.42190
2010-11-11,10.42180
2010-11-12,10.42330
2010-11-15,10.42960
2010-11-16,10.43100
2010-11-18,10.43470
2010-11-19,10.43640
2010-11-22,10.44180
2010-11-23,10.44350
2010-11-24,10.44480
2010-11-25,10.44520
2010-11-26,10.44420
2010-11-29,10.44730
2010-11-30,10.44860
2010-12-01,10.45020
2010-12-02,10.45200
2010-12-03,10.45320
2010-12-06,10.45740
2010-12-07,10.45770
2010-12-08,10.45840
2010-12-09,10.46110
2010-12-10,10.46210
2010-12-13,10.46960
2010-12-14,10.47120
2010-12-15,10.47350
2010-12-16,10.47910
2010-12-20,10.49050
2010-12-21,10.49010
2010-12-22,10.49210
2010-12-23,10.49380
2010-12-24,10.49540
2010-12-27,10.50300
2010-12-28,10.50520
2010-12-29,10.50870
2010-12-30,10.51530
2010-12-31,10.51820
2011-01-03,10.52320
2011-01-04,10.52780
2011-01-05,10.53510
2011-01-06,10.53780
2011-01-07,10.53850
2011-01-10,10.54640
2011-01-11,10.54910
2011-01-12,10.55170
2011-01-13,10.55440
2011-01-14,10.55700
2011-01-17,10.56500
2011-01-18,10.56770
2011-01-19,10.57030
2011-01-20,10.57300
2011-01-21,10.57560
2011-01-24,10.58360
2011-01-25,10.58620
2011-01-27,10.59160
2011-01-28,10.59420
2011-01-31,10.60220
2011-02-01,10.60480
2011-02-02,10.60750
2011-02-03,10.61010
2011-02-04,10.61280
2011-02-07,10.62080
2011-02-08,10.62340
2011-02-09,10.62610
2011-02-10,10.62870
2011-02-11,10.63140
2011-02-14,10.63940
