Date,NAV
2016-01-01,10.00940
2016-01-04,10.01870
2016-01-05,10.02250
2016-01-06,10.02110
2016-01-07,10.02550
2016-01-08,10.03030
2016-01-11,10.03920
2016-01-12,10.03140
2016-01-13,10.02940
2016-01-14,10.02940
2016-01-15,10.02690
2016-01-18,10.03360
2016-01-19,10.03740
2016-01-20,10.03130
2016-01-21,10.03840
2016-01-22,10.04220
2016-01-25,10.04850
2016-01-27,10.05110
2016-01-28,10.05200
2016-01-29,10.05430
2016-02-01,10.06020
2016-02-02,10.06230
2016-02-03,10.05640
2016-02-04,10.05660
2016-02-05,10.05580
2016-02-08,10.06230
2016-02-09,10.06600
2016-02-10,10.07270
2016-02-11,10.07380
2016-02-12,10.07300
2016-02-15,10.07920
2016-02-16,10.07790
2016-02-17,10.07290
2016-02-18,10.07660
2016-02-22,10.07890
2016-02-23,10.06110
2016-02-24,10.05230
2016-02-25,10.04210
2016-02-26,10.04780
2016-02-29,10.08330
2016-03-01,10.09230
2016-03-02,10.09880
2016-03-03,10.09850
2016-03-04,10.10410
2016-03-08,10.11540
2016-03-09,10.11860
2016-03-10,10.11770
2016-03-11,10.11610
2016-03-14,10.12950
2016-03-15,10.13550
2016-03-16,10.13980
2016-03-17,10.15400
2016-03-18,10.16300
2016-03-21,10.18380
2016-03-22,10.18760
2016-03-23,10.18970
2016-03-28,10.19380
2016-03-29,10.19140
2016-03-30,10.18950
2016-03-31,10.21260
2016-04-04,10.24570
2016-04-05,10.26510
2016-04-06,10.27460
2016-04-07,10.27950
2016-04-11,10.28250
2016-04-12,10.29210
2016-04-13,10.29420
2016-04-18,10.30880
2016-04-20,10.31250
2016-04-21,10.30720
2016-04-22,10.30860
2016-04-25,10.31140
2016-04-26,10.30960
2016-04-27,10.31060
2016-04-28,10.30960
2016-04-29,10.30640
2016-05-02,10.31390
2016-05-03,10.31520
2016-05-04,10.31890
2016-05-05,10.31980
2016-05-06,10.32280
2016-05-09,10.33000
2016-05-10,10.32920
2016-05-11,10.33500
2016-05-12,10.34000
2016-05-13,10.34230
2016-05-16,10.35180
2016-05-17,10.35380
2016-05-18,10.35450
2016-05-19,10.35560
2016-05-20,10.35320
2016-05-23,10.36680
2016-05-24,10.36810
2016-05-25,10.37080
2016-05-26,10.37370
2016-05-27,10.37470
2016-05-30,10.38010
2016-05-31,10.38110
2016-06-01,10.38120
2016-06-02,10.38460
2016-06-03,10.38730
2016-06-06,10.39410
2016-06-07,10.39920
2016-06-08,10.40290
2016-06-09,10.40610
2016-06-10,10.41130
2016-06-13,10.41790
2016-06-14,10.41820
2016-06-15,10.41930
2016-06-16,10.42070
2016-06-17,10.42300
2016-06-20,10.42620
2016-06-21,10.42880
2016-06-22,10.43010
2016-06-23,10.43290
2016-06-24,10.43370
2016-06-27,10.44180
2016-06-28,10.44990
2016-06-29,10.45280
2016-06-30,10.45620
2016-07-01,10.45920
2016-07-04,10.47030
2016-07-05,10.47920
2016-07-07,10.48700
